# BJD, RAW_FLUX, RAW_FLUX_ERR, CORR_FLUX, CORR_FLUX_ERR, PHASE

2455134.621651 51542.808594 7.781710 1.001374 0.000151 16.723165
2455134.642083 51519.652344 7.780918 1.000907 0.000151 16.725208
2455134.662516 51518.949219 7.780805 1.000875 0.000151 16.727252
2455134.682948 51493.078125 7.779744 1.000355 0.000151 16.729295
2455134.703381 51504.675781 7.780294 1.000563 0.000151 16.731338
2455134.723813 51500.226562 7.780077 1.000459 0.000151 16.733381
2455134.744246 51478.890625 7.779382 1.000027 0.000151 16.735425
2455134.764678 51493.054688 7.780066 1.000285 0.000151 16.737468
2455134.785111 51467.378906 7.779499 0.999769 0.000151 16.739511
2455134.805543 51480.445312 7.779597 1.000005 0.000151 16.741554
2455134.825976 51461.656250 7.778666 0.999622 0.000151 16.743598
2455134.846408 51448.054688 7.778118 0.999341 0.000151 16.745641
2455134.866841 51464.425781 7.778658 0.999641 0.000151 16.747684
2455134.887273 51437.339844 7.777747 0.999097 0.000151 16.749727
2455134.907706 51443.042969 7.777930 0.999191 0.000151 16.751771
2455134.928138 51506.058594 7.780460 1.000397 0.000151 16.753814
2455134.948571 51420.593750 7.777056 0.998720 0.000151 16.755857
2455134.969004 51415.992188 7.776946 0.998613 0.000151 16.757900
2455134.989436 51413.425781 7.776976 0.998545 0.000151 16.759944
2455135.009868 51423.125000 7.777485 0.998716 0.000151 16.761987
2455135.030301 51444.316406 7.778175 0.999110 0.000151 16.764030
2455135.050734 51442.628906 7.778182 0.999060 0.000151 16.766073
2455135.071166 51460.042969 7.779068 0.999380 0.000151 16.768117
2455135.091599 51469.226562 7.779173 0.999541 0.000151 16.770160
2455135.112031 51471.070312 7.779306 0.999559 0.000151 16.772203
2455135.132464 51482.039062 7.779703 0.999755 0.000151 16.774246
2455135.152896 51504.121094 7.780783 1.000166 0.000151 16.776290
2455135.173329 51551.363281 7.782531 1.001066 0.000151 16.778333
2455135.193761 51567.406250 7.783381 1.001360 0.000151 16.780376
2455135.214194 51551.062500 7.782753 1.001025 0.000151 16.782419
2455135.234626 51561.812500 7.783267 1.001216 0.000151 16.784463
2455135.255059 51583.742188 7.784146 1.001624 0.000151 16.786506
2455135.275491 51604.058594 7.784788 1.002001 0.000151 16.788549
2455135.295924 51572.476562 7.783878 1.001370 0.000151 16.790592
2455135.316356 51585.968750 7.784166 1.001614 0.000151 16.792636
2455135.336789 51584.742188 7.784101 1.001572 0.000151 16.794679
2455135.357221 51553.949219 7.783097 1.000957 0.000151 16.796722
2455135.377654 51553.496094 7.782758 1.000930 0.000151 16.798765
2455135.418519 51532.894531 7.781923 1.000495 0.000151 16.802852
2455135.438951 51505.507812 7.781077 0.999946 0.000151 16.804895
2455135.459384 51507.511719 7.781061 0.999967 0.000151 16.806938
2455135.479816 51522.992188 7.781643 1.000250 0.000151 16.808982
2455135.500249 51498.339844 7.780594 0.999754 0.000151 16.811025
2455135.520681 51500.664062 7.780690 0.999781 0.000151 16.813068
2455135.541114 51496.855469 7.780580 0.999689 0.000151 16.815111
2455135.561546 51477.476562 7.779842 0.999295 0.000151 16.817155
2455135.581979 51481.242188 7.779994 0.999351 0.000151 16.819198
2455135.602411 51489.285156 7.780356 0.999489 0.000151 16.821241
2455135.622844 51464.835938 7.779488 0.998997 0.000151 16.823284
2455135.643276 51481.242188 7.779846 0.999298 0.000151 16.825328
2455135.663709 51440.355469 7.778321 0.998486 0.000151 16.827371
2455135.684141 51440.000000 7.778419 0.998462 0.000151 16.829414
2455135.704574 51410.160156 7.777378 0.997865 0.000151 16.831457
2455135.725006 51436.914062 7.778238 0.998367 0.000151 16.833501
2455135.745439 51440.730469 7.778466 0.998423 0.000151 16.835544
2455135.765871 51436.500000 7.778140 0.998323 0.000151 16.837587
2455135.786304 51454.792969 7.778988 0.998660 0.000151 16.839630
2455135.806736 51449.542969 7.779213 0.998541 0.000151 16.841674
2455135.827169 51468.332031 7.779613 0.998888 0.000151 16.843717
2455135.847601 51506.210938 7.781121 0.999605 0.000151 16.845760
2455135.868034 51515.593750 7.781380 0.999770 0.000151 16.847803
2455135.888467 51585.492188 7.784324 1.001108 0.000151 16.849847
2455135.908899 51543.625000 7.782575 1.000278 0.000151 16.851890
2455135.929332 51564.843750 7.783324 1.000672 0.000151 16.853933
2455135.949764 51561.757812 7.783422 1.000594 0.000151 16.855976
2455135.970197 51567.597656 7.783654 1.000690 0.000151 16.858020
2455135.990629 51601.585938 7.784924 1.001332 0.000151 16.860063
2455136.011062 51602.695312 7.785133 1.001335 0.000151 16.862106
2455136.031494 51595.757812 7.784770 1.001183 0.000151 16.864149
2455136.051927 51594.550781 7.784821 1.001142 0.000151 16.866193
2455136.072359 51572.187500 7.783816 1.000690 0.000151 16.868236
2455136.092792 51561.910156 7.783447 1.000473 0.000151 16.870279
2455136.113224 51547.128906 7.783016 1.000168 0.000151 16.872322
2455136.133657 51523.929688 7.782133 0.999700 0.000151 16.874366
2455136.154089 51534.183594 7.782187 0.999881 0.000151 16.876409
2455136.174522 51519.156250 7.781904 0.999572 0.000151 16.878452
2455136.194954 51470.566406 7.781671 0.998612 0.000151 16.880495
2455136.215387 51504.675781 7.781152 0.999256 0.000151 16.882539
2455136.235819 51484.093750 7.780218 0.998838 0.000151 16.884582
2455136.256252 51501.570312 7.781168 0.999160 0.000151 16.886625
2455136.276684 51505.902344 7.781339 0.999226 0.000151 16.888668
2455136.297117 51480.882812 7.780259 0.998723 0.000151 16.890712
2455136.317549 51477.707031 7.780034 0.998643 0.000151 16.892755
2455136.337982 51484.003906 7.780347 0.998748 0.000151 16.894798
2455136.358414 51465.175781 7.779816 0.998365 0.000151 16.896841
2455136.378847 51453.515625 7.779306 0.998121 0.000151 16.898885
2455136.399279 51459.234375 7.779305 0.998214 0.000151 16.900928
2455136.419712 51448.687500 7.779124 0.997991 0.000151 16.902971
2455136.440144 51423.359375 7.778050 0.997482 0.000151 16.905014
2455136.460577 51465.500000 7.779881 0.998282 0.000151 16.907058
2455136.481009 51444.406250 7.778995 0.997855 0.000151 16.909101
2455136.501442 51443.613281 7.778937 0.997822 0.000151 16.911144
2455136.521874 51286.230469 7.772410 0.994751 0.000151 16.913187
2455136.542307 49630.398438 7.700935 0.962618 0.000150 16.915231
2455136.767064 50532.796875 7.739945 0.979928 0.000150 16.937706
2455136.787497 51559.769531 7.783700 0.999825 0.000151 16.939750
2455136.807929 51578.269531 7.784501 1.000166 0.000151 16.941793
2455136.828362 51569.671875 7.784081 0.999981 0.000151 16.943836
2455136.848795 51580.046875 7.784386 1.000165 0.000151 16.945879
2455136.869227 51565.000000 7.783961 0.999855 0.000151 16.947923
2455136.889659 51557.343750 7.783537 0.999689 0.000151 16.949966
2455136.910092 51526.871094 7.782286 0.999080 0.000151 16.952009
2455136.930525 51512.441406 7.781743 0.998782 0.000151 16.954053
2455136.950957 51515.367188 7.781875 0.998821 0.000151 16.956096
2455136.971390 51538.929688 7.782688 0.999260 0.000151 16.958139
2455136.991822 51551.843750 7.783494 0.999493 0.000151 16.960182
2455137.012255 51516.804688 7.781975 0.998795 0.000151 16.962225
2455137.032687 51525.796875 7.782305 0.998952 0.000151 16.964269
2455137.053120 51521.488281 7.782087 0.998851 0.000151 16.966312
2455137.073552 51507.292969 7.781456 0.998557 0.000151 16.968355
2455137.093985 51533.121094 7.782505 0.999040 0.000151 16.970399
2455137.114417 51491.410156 7.780952 0.998214 0.000151 16.972442
2455137.134850 51477.695312 7.780624 0.997930 0.000151 16.974485
2455137.155282 51507.707031 7.781542 0.998494 0.000151 16.976528
2455137.175715 51471.515625 7.780049 0.997775 0.000151 16.978571
2455137.196147 51489.535156 7.780901 0.998106 0.000151 16.980615
2455137.216580 51491.542969 7.780862 0.998127 0.000151 16.982658
2455137.237012 51492.691406 7.781147 0.998132 0.000151 16.984701
2455137.257445 51496.792969 7.781234 0.998193 0.000151 16.986744
2455137.277877 51519.023438 7.781987 0.998606 0.000151 16.988788
2455137.298310 51531.609375 7.782648 0.998832 0.000151 16.990831
2455137.318742 51516.308594 7.782432 0.998518 0.000151 16.992874
2455137.339175 51564.972656 7.784152 0.999443 0.000151 16.994917
2455137.359607 51592.691406 7.785077 0.999963 0.000151 16.996961
2455137.380040 51583.625000 7.784807 0.999769 0.000151 16.999004
2455137.400472 51631.566406 7.786592 1.000680 0.000151 17.001047
2455137.420905 51655.945312 7.787704 1.001135 0.000151 17.003090
2455137.441337 51659.089844 7.787773 1.001178 0.000151 17.005134
2455137.461770 51668.683594 7.788252 1.001346 0.000151 17.007177
2455137.482202 51654.902344 7.787807 1.001061 0.000151 17.009220
2455137.502635 51644.644531 7.787307 1.000844 0.000151 17.011263
2455137.523067 51665.679688 7.788070 1.001234 0.000151 17.013307
2455137.543500 51640.882812 7.787121 1.000736 0.000151 17.015350
2455137.563932 51647.789062 7.787414 1.000852 0.000151 17.017393
2455137.584365 51619.410156 7.786414 1.000284 0.000151 17.019436
2455137.604797 51627.652344 7.786656 1.000426 0.000151 17.021480
2455137.625230 51602.027344 7.785689 0.999911 0.000151 17.023523
2455137.645662 51594.683594 7.785304 0.999751 0.000151 17.025566
2455137.666095 51598.171875 7.785274 0.999801 0.000151 17.027610
2455137.686527 51596.210938 7.785367 0.999745 0.000151 17.029653
2455137.706960 51564.378906 7.784280 0.999110 0.000151 17.031696
2455137.727393 51596.472656 7.785453 0.999714 0.000151 17.033739
2455137.747825 51552.234375 7.783713 0.998839 0.000151 17.035782
2455137.768257 51566.042969 7.784315 0.999089 0.000151 17.037826
2455137.788690 51566.968750 7.784302 0.999089 0.000151 17.039869
2455137.809122 51546.492188 7.783479 0.998674 0.000151 17.041912
2455137.829555 51558.828125 7.784026 0.998895 0.000151 17.043956
2455137.849987 51525.433594 7.782670 0.998231 0.000151 17.045999
2455137.870420 51524.781250 7.782827 0.998200 0.000151 17.048042
2455137.890853 51557.648438 7.783826 0.998819 0.000151 17.050085
2455137.911285 51582.652344 7.784957 0.999286 0.000151 17.052128
2455137.931718 51528.199219 7.782713 0.998213 0.000151 17.054172
2455137.952150 51524.277344 7.782501 0.998119 0.000151 17.056215
2455137.972583 51519.933594 7.782459 0.998017 0.000151 17.058258
2455137.993015 51550.218750 7.783591 0.998586 0.000151 17.060302
2455138.013448 51553.335938 7.783782 0.998628 0.000151 17.062345
2455138.033880 51573.281250 7.784605 0.998997 0.000151 17.064388
2455138.054313 51579.898438 7.784710 0.999107 0.000151 17.066431
2455138.074745 51597.910156 7.785493 0.999438 0.000151 17.068474
2455138.095178 51638.546875 7.787191 1.000207 0.000151 17.070518
2455138.115610 51639.542969 7.787230 1.000209 0.000151 17.072561
2455138.136043 51669.039062 7.788492 1.000762 0.000151 17.074604
2455138.156475 51673.527344 7.788732 1.000831 0.000151 17.076647
2455138.176908 51689.445312 7.789137 1.001122 0.000151 17.078691
2455138.197340 51715.765625 7.790309 1.001614 0.000151 17.080734
2455138.217773 51679.250000 7.789027 1.000889 0.000151 17.082777
2455138.238205 51697.089844 7.789775 1.001216 0.000151 17.084820
2455138.258638 51682.074219 7.789100 1.000908 0.000151 17.086864
2455138.279070 51657.843750 7.788208 1.000421 0.000151 17.088907
2455138.299503 51668.792969 7.788672 1.000615 0.000151 17.090950
2455138.319935 51659.332031 7.788162 1.000414 0.000151 17.092993
2455138.340368 51656.511719 7.788057 1.000341 0.000151 17.095037
2455138.360800 51633.628906 7.787443 0.999880 0.000151 17.097080
2455138.401665 51615.707031 7.786541 0.999498 0.000151 17.101166
2455138.422098 51613.156250 7.786567 0.999430 0.000151 17.103210
2455138.442530 51586.957031 7.785342 0.998905 0.000151 17.105253
2455138.462963 51613.933594 7.786318 0.999410 0.000151 17.107296
2455138.483395 51577.679688 7.785086 0.998690 0.000151 17.109339
2455138.503828 51597.785156 7.785590 0.999061 0.000151 17.111383
2455138.524260 51582.148438 7.785148 0.998741 0.000151 17.113426
2455138.544693 51586.222656 7.785307 0.998802 0.000151 17.115469
2455138.565125 51559.792969 7.784520 0.998272 0.000151 17.117513
2455138.585558 51553.125000 7.784194 0.998126 0.000151 17.119556
2455138.605990 51547.125000 7.783917 0.997992 0.000151 17.121599
2455138.626423 51554.132812 7.784081 0.998110 0.000151 17.123642
2455138.646855 51527.652344 7.783148 0.997579 0.000151 17.125685
2455138.667288 51530.035156 7.783154 0.997608 0.000151 17.127729
2455138.687720 51557.167969 7.784340 0.998115 0.000151 17.129772
2455138.708153 51537.726562 7.783688 0.997721 0.000151 17.131815
2455138.728585 51565.335938 7.784575 0.998238 0.000151 17.133859
2455138.749018 51570.386719 7.784780 0.998318 0.000151 17.135902
2455138.769450 51589.039062 7.785571 0.998661 0.000151 17.137945
2455138.789883 51613.167969 7.786400 0.999110 0.000151 17.139988
2455138.810315 51613.089844 7.786625 0.999091 0.000151 17.142031
2455138.830748 51651.070312 7.788170 0.999808 0.000151 17.144075
2455138.851181 51671.851562 7.789058 1.000193 0.000151 17.146118
2455138.871613 51667.453125 7.788969 1.000090 0.000151 17.148161
2455138.892045 51708.757812 7.790352 1.000872 0.000151 17.150204
2455138.912478 51697.585938 7.790160 1.000638 0.000151 17.152248
2455138.932911 51705.171875 7.790329 1.000767 0.000151 17.154291
2455138.953343 51710.000000 7.790693 1.000843 0.000151 17.156334
2455138.973776 51695.601562 7.789844 1.000546 0.000151 17.158378
2455138.994208 51683.394531 7.789360 1.000292 0.000151 17.160421
2455139.014641 51677.144531 7.789087 1.000153 0.000151 17.162464
2455139.035073 51667.093750 7.788743 0.999941 0.000151 17.164507
2455139.055506 51653.519531 7.788444 0.999661 0.000151 17.166551
2455139.075938 51632.347656 7.787461 0.999233 0.000151 17.168594
2455139.096371 51637.421875 7.787759 0.999314 0.000151 17.170637
2455139.116803 51623.046875 7.787045 0.999018 0.000151 17.172680
2455139.137236 51639.781250 7.787699 0.999324 0.000151 17.174724
2455139.157668 51610.156250 7.786599 0.998733 0.000151 17.176767
2455139.178101 51619.000000 7.786913 0.998887 0.000151 17.178810
2455139.198533 51620.328125 7.787004 0.998895 0.000151 17.180853
2455139.218966 51622.800781 7.786993 0.998925 0.000151 17.182897
2455139.239398 51602.062500 7.786205 0.998506 0.000151 17.184940
2455139.259831 51598.304688 7.786188 0.998415 0.000151 17.186983
2455139.280263 51603.523438 7.786181 0.998499 0.000151 17.189026
2455139.300696 51592.550781 7.785900 0.998269 0.000151 17.191070
2455139.321128 51581.519531 7.785215 0.998038 0.000151 17.193113
2455139.341561 51588.105469 7.785724 0.998147 0.000151 17.195156
2455139.361993 51566.683594 7.784891 0.997715 0.000151 17.197199
2455139.382426 51566.574219 7.784861 0.997696 0.000151 17.199243
2455139.402858 51589.050781 7.785719 0.998113 0.000151 17.201286
2455139.423291 51571.378906 7.785123 0.997753 0.000151 17.203329
2455139.443723 51590.554688 7.785710 0.998107 0.000151 17.205372
2455139.464156 51582.437500 7.785634 0.997932 0.000151 17.207416
2455139.484588 51614.531250 7.786802 0.998535 0.000151 17.209459
2455139.505021 51607.910156 7.786565 0.998390 0.000151 17.211502
2455139.525453 51647.644531 7.787974 0.999141 0.000151 17.213545
2455139.545886 51685.015625 7.789701 0.999846 0.000151 17.215589
2455139.566318 51681.531250 7.789481 0.999761 0.000151 17.217632
2455139.586751 51697.707031 7.790143 1.000056 0.000151 17.219675
2455139.607183 51718.421875 7.790950 1.000440 0.000151 17.221718
2455139.627616 51725.113281 7.791313 1.000551 0.000151 17.223762
2455139.648048 51764.929688 7.792993 1.001304 0.000151 17.225805
2455139.668481 51734.453125 7.791893 1.000697 0.000151 17.227848
2455139.688913 51760.933594 7.792863 1.001191 0.000151 17.229891
2455139.709346 51731.019531 7.791615 1.000595 0.000151 17.231935
2455139.729778 51714.464844 7.791032 1.000257 0.000151 17.233978
2455139.750211 51734.359375 7.791770 1.000625 0.000151 17.236021
2455139.770643 51705.644531 7.790674 1.000052 0.000151 17.238064
2455139.791076 51747.089844 7.792256 1.000836 0.000151 17.240108
2455139.811509 51696.210938 7.790418 0.999834 0.000151 17.242151
2455139.831941 51668.136719 7.789269 0.999274 0.000151 17.244194
2455139.852373 51688.089844 7.789862 0.999642 0.000151 17.246237
2455139.872806 51660.929688 7.788734 0.999099 0.000151 17.248281
2455139.893238 51674.093750 7.789432 0.999336 0.000151 17.250324
2455139.913671 51675.273438 7.789710 0.999342 0.000151 17.252367
2455139.934104 51647.953125 7.788346 0.998796 0.000151 17.254410
2455139.954536 51654.425781 7.788613 0.998904 0.000151 17.256454
2455139.974969 51665.261719 7.788988 0.999096 0.000151 17.258497
2455139.995401 51659.367188 7.788845 0.998964 0.000151 17.260540
2455140.015834 51743.250000 7.803079 1.000569 0.000152 17.262583
2455140.036266 51647.179688 7.788404 0.998694 0.000151 17.264627
2455140.056699 51632.519531 7.787755 0.998393 0.000151 17.266670
2455140.077131 51620.722656 7.787284 0.998147 0.000151 17.268713
2455140.097564 51638.613281 7.788240 0.998476 0.000151 17.270756
2455140.117996 51618.796875 7.787446 0.998075 0.000151 17.272800
2455140.138429 51630.863281 7.787930 0.998291 0.000151 17.274843
2455140.158861 51624.390625 7.787539 0.998148 0.000151 17.276886
2455140.179294 51656.210938 7.788934 0.998746 0.000151 17.278929
2455140.199726 51640.160156 7.788203 0.998418 0.000151 17.280973
2455140.220159 51655.367188 7.788792 0.998695 0.000151 17.283016
2455140.240591 51699.589844 7.790574 0.999533 0.000151 17.285059
2455140.261024 51714.070312 7.791202 0.999795 0.000151 17.287102
2455140.281456 51738.472656 7.792219 1.000250 0.000151 17.289146
2455140.301889 51738.285156 7.792362 1.000229 0.000151 17.291189
2455140.322321 51748.398438 7.792637 1.000407 0.000151 17.293232
2455140.342754 51789.687500 7.794321 1.001188 0.000151 17.295275
2455140.363186 51784.074219 7.794127 1.001062 0.000151 17.297319
2455140.383619 51803.464844 7.794796 1.001419 0.000151 17.299362
2455140.404051 51796.632812 7.794713 1.001270 0.000151 17.301405
2455140.424484 51790.507812 7.794446 1.001134 0.000151 17.303448
2455140.444916 51790.121094 7.794372 1.001109 0.000151 17.305492
2455140.465349 51767.144531 7.793420 1.000648 0.000151 17.307535
2455140.485781 51740.195312 7.792549 1.000109 0.000151 17.309578
2455140.506214 51749.390625 7.792680 1.000270 0.000151 17.311621
2455140.526646 51744.855469 7.792616 1.000165 0.000151 17.313665
2455140.547079 51729.597656 7.792091 0.999853 0.000151 17.315708
2455140.567511 51741.121094 7.792355 1.000058 0.000151 17.317751
2455140.587944 51731.605469 7.791982 0.999857 0.000151 17.319794
2455140.608376 51723.613281 7.791796 0.999685 0.000151 17.321838
2455140.628809 51720.902344 7.791738 0.999615 0.000151 17.323881
2455140.649241 51728.019531 7.791964 0.999736 0.000151 17.325924
2455140.669674 51713.343750 7.791358 0.999435 0.000151 17.327967
2455140.690106 51708.714844 7.790990 0.999328 0.000151 17.330011
2455140.710539 51691.140625 7.791114 0.998971 0.000151 17.332054
2455140.730971 51711.437500 7.791125 0.999346 0.000151 17.334097
2455140.751404 51706.203125 7.791182 0.999228 0.000151 17.336140
2455140.771836 51685.507812 7.790334 0.998811 0.000151 17.338184
2455140.792269 51673.457031 7.789734 0.998561 0.000151 17.340227
2455140.812701 51665.789062 7.789622 0.998395 0.000151 17.342270
2455140.833134 51661.703125 7.789397 0.998299 0.000151 17.344313
2455140.853566 51679.417969 7.790054 0.998624 0.000151 17.346357
2455140.873999 51681.125000 7.790190 0.998640 0.000151 17.348400
2455140.894431 51668.933594 7.789669 0.998388 0.000151 17.350443
2455140.914864 51687.519531 7.790420 0.998730 0.000151 17.352486
2455140.935297 51688.308594 7.790792 0.998728 0.000151 17.354530
2455140.955729 51727.855469 7.792185 0.999475 0.000151 17.356573
2455140.976162 51735.027344 7.792415 0.999596 0.000151 17.358616
2455140.996594 51755.226562 7.793376 0.999969 0.000151 17.360659
2455141.017026 51763.777344 7.793529 1.000117 0.000151 17.362703
2455141.037459 51782.835938 7.794413 1.000468 0.000151 17.364746
2455141.057892 51803.750000 7.795296 1.000855 0.000151 17.366789
2455141.078324 51817.324219 7.796003 1.001101 0.000151 17.368832
2455141.098757 51827.660156 7.798134 1.001283 0.000152 17.370876
2455141.119189 51837.332031 7.798554 1.001453 0.000152 17.372919
2455141.139622 51829.453125 7.798245 1.001284 0.000152 17.374962
2455141.160054 51845.210938 7.798949 1.001571 0.000152 17.377005
2455141.180487 51852.953125 7.799009 1.001703 0.000152 17.379049
2455141.200919 51800.289062 7.795248 1.000669 0.000151 17.381092
2455141.221352 51812.917969 7.797687 1.000896 0.000152 17.383135
2455141.241784 51797.851562 7.795168 1.000588 0.000151 17.385178
2455141.262217 51783.074219 7.794384 1.000285 0.000151 17.387222
2455141.282649 51797.914062 7.795899 1.000555 0.000151 17.389265
2455141.303082 51797.550781 7.796071 1.000531 0.000151 17.391308
2455141.323514 51780.429688 7.794425 1.000183 0.000151 17.393351
2455141.343947 51772.507812 7.795042 1.000013 0.000151 17.395395
2455141.384812 51786.941406 7.795658 1.000258 0.000151 17.399481
2455141.405244 51656.625000 7.789527 0.997724 0.000151 17.401524
2455141.425677 50969.097656 7.759692 0.984428 0.000151 17.403568
2455141.446109 49824.691406 7.709697 0.962309 0.000150 17.405611
2455141.834327 49294.980469 7.688524 0.951774 0.000149 17.444433
2455141.854760 50623.042969 7.743575 0.977399 0.000150 17.446476
2455141.875192 51518.792969 7.784332 0.994677 0.000151 17.448519
2455141.895624 51857.714844 7.799735 1.001204 0.000152 17.450562
2455141.916057 51869.875000 7.800162 1.001422 0.000152 17.452606
2455141.936490 51878.800781 7.800485 1.001578 0.000152 17.454649
2455141.956922 51852.859375 7.799543 1.001060 0.000152 17.456692
2455141.977355 51840.800781 7.799080 1.000811 0.000152 17.458735
2455141.997787 51848.148438 7.799346 1.000936 0.000152 17.460779
2455142.018220 51823.718750 7.798803 1.000448 0.000152 17.462822
2455142.038652 51815.054688 7.798242 1.000264 0.000152 17.464865
2455142.059085 51816.707031 7.798927 1.000279 0.000152 17.466908
2455142.079517 51793.742188 7.798023 0.999819 0.000152 17.468952
2455142.099950 51831.207031 7.798642 1.000526 0.000152 17.470995
2455142.120382 51825.027344 7.798550 1.000390 0.000152 17.473038
2455142.140815 51815.042969 7.798244 1.000181 0.000152 17.475081
2455142.161247 51820.625000 7.798630 1.000272 0.000152 17.477125
2455142.181680 51811.937500 7.798119 1.000088 0.000152 17.479168
2455142.202112 51781.207031 7.797043 0.999478 0.000151 17.481211
2455142.222545 51800.218750 7.797753 0.999828 0.000152 17.483254
2455142.242977 51767.109375 7.796507 0.999173 0.000151 17.485298
2455142.263410 51790.500000 7.797290 0.999608 0.000151 17.487341
2455142.283842 51778.820312 7.796821 0.999366 0.000151 17.489384
2455142.304275 51786.468750 7.797136 0.999497 0.000151 17.491427
2455142.324707 51772.050781 7.796549 0.999202 0.000151 17.493471
2455142.345140 51774.019531 7.796622 0.999224 0.000151 17.495514
2455142.365572 51776.421875 7.796905 0.999254 0.000151 17.497557
2455142.386005 51774.324219 7.796830 0.999197 0.000151 17.499601
2455142.406437 51801.667969 7.797595 0.999708 0.000152 17.501644
2455142.426870 51824.496094 7.798730 1.000132 0.000152 17.503687
2455142.447302 51823.085938 7.798517 1.000089 0.000152 17.505730
2455142.467735 51832.285156 7.798899 1.000250 0.000152 17.507773
2455142.488167 51874.656250 7.800662 1.001051 0.000152 17.509817
2455142.508600 51887.175781 7.801036 1.001276 0.000152 17.511860
2455142.529032 51897.859375 7.801617 1.001466 0.000152 17.513903
2455142.549465 51914.761719 7.802226 1.001776 0.000152 17.515947
2455142.569897 51916.816406 7.802432 1.001799 0.000152 17.517990
2455142.590330 51938.578125 7.803088 1.002203 0.000152 17.520033
2455142.610762 51924.367188 7.802894 1.001912 0.000152 17.522076
2455142.631195 51914.882812 7.802329 1.001713 0.000152 17.524119
2455142.651627 51941.210938 7.803302 1.002204 0.000152 17.526163
2455142.672060 51922.769531 7.802639 1.001832 0.000152 17.528206
2455142.692493 51891.101562 7.801490 1.001205 0.000152 17.530249
2455142.712925 51903.074219 7.801832 1.001420 0.000152 17.532292
2455142.733358 51891.796875 7.801353 1.001186 0.000152 17.534336
2455142.753790 51884.488281 7.801054 1.001029 0.000152 17.536379
2455142.774222 51908.660156 7.802032 1.001479 0.000152 17.538422
2455142.794655 51880.078125 7.801040 1.000911 0.000152 17.540465
2455142.815088 51881.035156 7.801046 1.000913 0.000152 17.542509
2455142.835520 51878.902344 7.800967 1.000856 0.000152 17.544552
2455142.855953 51857.882812 7.800280 1.000434 0.000152 17.546595
2455142.876385 51864.558594 7.800502 1.000547 0.000152 17.548638
2455142.896818 51866.996094 7.800483 1.000578 0.000152 17.550682
2455142.917250 51868.917969 7.800542 1.000599 0.000152 17.552725
2455142.937683 51870.058594 7.800493 1.000605 0.000152 17.554768
2455142.958115 51843.785156 7.799502 1.000082 0.000152 17.556811
2455142.978548 51828.496094 7.798963 0.999771 0.000152 17.558855
2455142.998980 51830.664062 7.798844 0.999796 0.000152 17.560898
2455143.019413 51832.464844 7.799046 0.999815 0.000152 17.562941
2455143.039845 51820.765625 7.798385 0.999573 0.000152 17.564984
2455143.060278 51831.511719 7.798857 0.999764 0.000152 17.567028
2455143.080710 51791.054688 7.797238 0.998968 0.000151 17.569071
2455143.101143 51829.367188 7.798908 0.999691 0.000152 17.571114
2455143.121575 51823.957031 7.798821 0.999571 0.000152 17.573158
2455143.142008 51827.339844 7.798973 0.999620 0.000152 17.575201
2455143.162440 51870.281250 7.800518 1.000432 0.000152 17.577244
2455143.182873 51880.546875 7.801084 1.000614 0.000152 17.579287
2455143.203305 51899.160156 7.801618 1.000957 0.000152 17.581330
2455143.223738 51938.394531 7.803321 1.001698 0.000152 17.583374
2455143.244170 51926.996094 7.803171 1.001462 0.000152 17.585417
2455143.264603 51960.253906 7.804194 1.002088 0.000152 17.587460
2455143.285035 51967.203125 7.804657 1.002206 0.000152 17.589504
2455143.305468 51980.222656 7.805249 1.002441 0.000152 17.591547
2455143.325900 51996.875000 7.805936 1.002746 0.000152 17.593590
2455143.346333 51985.789062 7.805619 1.002516 0.000152 17.595633
2455143.366765 51991.250000 7.805768 1.002606 0.000152 17.597676
2455143.387198 51981.109375 7.805254 1.002394 0.000152 17.599720
2455143.407631 51971.058594 7.804937 1.002185 0.000152 17.601763
2455143.428063 51959.718750 7.804260 1.001950 0.000152 17.603806
2455143.448496 51952.042969 7.804183 1.001786 0.000152 17.605850
2455143.468928 51946.816406 7.803768 1.001670 0.000152 17.607893
2455143.489361 51931.078125 7.803244 1.001350 0.000152 17.609936
2455143.509793 51940.648438 7.803579 1.001519 0.000152 17.611979
2455143.530226 51931.449219 7.803136 1.001326 0.000152 17.614023
2455143.550658 51931.449219 7.803323 1.001310 0.000152 17.616066
2455143.571091 51920.539062 7.801604 1.001084 0.000152 17.618109
2455143.591523 51919.554688 7.802976 1.001049 0.000152 17.620152
2455143.611956 51926.246094 7.802037 1.001163 0.000152 17.622196
2455143.632388 51902.496094 7.801064 1.000689 0.000152 17.624239
2455143.652821 51904.625000 7.802242 1.000715 0.000152 17.626282
2455143.673253 51907.628906 7.801209 1.000757 0.000152 17.628325
2455143.693686 51877.179688 7.801214 1.000154 0.000152 17.630369
2455143.714118 51878.812500 7.800263 1.000170 0.000152 17.632412
2455143.734551 51863.949219 7.799473 0.999868 0.000152 17.634455
2455143.754983 51863.808594 7.799430 0.999849 0.000152 17.636498
2455143.775416 51876.101562 7.799943 1.000071 0.000152 17.638542
2455143.795848 51886.156250 7.800354 1.000249 0.000152 17.640585
2455143.816281 51849.863281 7.798826 0.999534 0.000152 17.642628
2455143.836713 51864.476562 7.799556 0.999800 0.000152 17.644671
2455143.857146 51887.585938 7.800430 1.000230 0.000152 17.646715
