# BJD, RAW_FLUX, RAW_FLUX_ERR, CORR_FLUX, CORR_FLUX_ERR, PHASE

2455359.658616 42105.890625 6.180792 0.999474 0.000144 39.226862
2455359.679051 42115.644531 6.181342 0.999719 0.000144 39.228905
2455359.699485 42115.660156 6.181209 0.999732 0.000144 39.230949
2455359.719919 42129.625000 6.183101 1.000076 0.000144 39.232992
2455359.740354 42145.609375 6.182822 1.000468 0.000144 39.235035
2455359.760788 42143.359375 6.184869 1.000427 0.000144 39.237079
2455359.781223 42165.070312 6.186042 1.000956 0.000144 39.239122
2455359.801657 42170.593750 6.186235 1.001099 0.000144 39.241166
2455359.822092 42171.335938 6.185128 1.001130 0.000144 39.243209
2455359.842526 42186.773438 6.187140 1.001509 0.000144 39.245253
2455359.862960 42182.214844 6.186900 1.001413 0.000144 39.247296
2455359.883395 42206.519531 6.188141 1.002003 0.000144 39.249339
2455359.903829 42203.167969 6.187803 1.001936 0.000144 39.251383
2455359.924264 42196.523438 6.187671 1.001791 0.000144 39.253426
2455359.944698 42201.367188 6.187819 1.001919 0.000144 39.255470
2455359.965132 42192.867188 6.187551 1.001729 0.000144 39.257513
2455359.985567 42192.371094 6.187258 1.001730 0.000144 39.259557
2455360.006001 42177.222656 6.186611 1.001383 0.000144 39.261600
2455360.026436 42163.718750 6.185815 1.001075 0.000144 39.263644
2455360.046870 42137.179688 6.184484 1.000458 0.000144 39.265687
2455360.067304 42122.546875 6.183928 1.000123 0.000144 39.267730
2455360.087739 42106.085938 6.182960 0.999745 0.000144 39.269774
2455360.108173 42098.632812 6.182574 0.999580 0.000144 39.271817
2455360.128608 42067.773438 6.181004 0.998860 0.000144 39.273861
2455360.149042 42064.652344 6.179893 0.998799 0.000144 39.275904
2455360.169477 42041.957031 6.177798 0.998272 0.000144 39.277948
2455360.189911 42030.847656 6.177204 0.998021 0.000144 39.279991
2455360.210345 42032.398438 6.178322 0.998070 0.000144 39.282034
2455360.230780 42024.179688 6.176837 0.997888 0.000144 39.284078
2455360.251214 42023.863281 6.176894 0.997893 0.000144 39.286121
2455360.271649 42022.285156 6.176749 0.997868 0.000144 39.288165
2455360.292083 42030.390625 6.177229 0.998073 0.000144 39.290208
2455360.312517 42049.445312 6.178139 0.998538 0.000144 39.292252
2455360.332952 42049.125000 6.178105 0.998543 0.000144 39.294295
2455360.353386 42058.398438 6.178609 0.998775 0.000144 39.296339
2455360.373821 42062.875000 6.178792 0.998894 0.000144 39.298382
2455360.394255 42080.234375 6.179703 0.999319 0.000144 39.300426
2455360.414689 42091.222656 6.180292 0.999592 0.000144 39.302469
2455360.435124 42095.605469 6.180357 0.999709 0.000144 39.304512
2455360.455558 42109.714844 6.181162 1.000056 0.000144 39.306556
2455360.475993 42123.609375 6.181888 1.000399 0.000144 39.308599
2455360.496427 42132.964844 6.182337 1.000633 0.000144 39.310643
2455360.516861 42133.472656 6.182269 1.000658 0.000144 39.312686
2455360.537296 42153.179688 6.183294 1.001138 0.000144 39.314730
2455360.557730 42152.984375 6.183358 1.001146 0.000144 39.316773
2455360.578165 42166.894531 6.184074 1.001489 0.000144 39.318816
2455360.598599 42159.871094 6.183563 1.001335 0.000144 39.320860
2455360.619033 42172.164062 6.184183 1.001639 0.000144 39.322903
2455360.639468 42187.437500 6.185161 1.002014 0.000144 39.324947
2455360.659902 42177.136719 6.184566 1.001782 0.000144 39.326990
2455360.680337 42179.582031 6.184705 1.001853 0.000144 39.329034
2455360.700771 42172.160156 6.184267 1.001689 0.000144 39.331077
2455360.741640 42165.726562 6.184036 1.001561 0.000144 39.335164
2455360.762074 42134.488281 6.182375 1.000831 0.000144 39.337207
2455360.782509 42143.410156 6.182808 1.001055 0.000144 39.339251
2455360.802943 42108.984375 6.181045 1.000250 0.000144 39.341294
2455360.823377 42090.773438 6.180057 0.999830 0.000144 39.343338
2455360.843812 42066.082031 6.178863 0.999256 0.000144 39.345381
2455360.864246 42057.761719 6.178425 0.999070 0.000144 39.347425
2455360.884681 42033.660156 6.177190 0.998510 0.000144 39.349468
2455360.905115 42382.335938 6.194762 1.006805 0.000144 39.351511
2455360.925549 42031.496094 6.177089 0.998483 0.000144 39.353555
2455360.945984 42025.125000 6.176794 0.998344 0.000144 39.355598
2455360.966418 42022.195312 6.176699 0.998287 0.000144 39.357642
2455360.986853 42003.019531 6.175713 0.997844 0.000144 39.359685
2455361.007287 42024.316406 6.176733 0.998362 0.000144 39.361729
2455361.027721 42033.519531 6.177263 0.998593 0.000144 39.363772
2455361.048156 42033.953125 6.177191 0.998615 0.000144 39.365816
2455361.068590 42048.578125 6.177932 0.998975 0.000144 39.367859
2455361.089025 42047.105469 6.177855 0.998952 0.000144 39.369902
2455361.109459 42057.644531 6.178307 0.999215 0.000144 39.371946
2455361.129893 42082.140625 6.179605 0.999809 0.000144 39.373989
2455361.150328 42089.312500 6.180034 0.999992 0.000144 39.376033
2455361.170762 42099.761719 6.180497 1.000252 0.000144 39.378076
2455361.191197 42100.257812 6.180547 1.000277 0.000144 39.380120
2455361.211631 42110.601562 6.181116 1.000535 0.000144 39.382163
2455361.232065 42118.070312 6.181451 1.000724 0.000144 39.384206
2455361.252500 42135.839844 6.182375 1.001159 0.000144 39.386250
2455361.272934 42123.250000 6.181767 1.000872 0.000144 39.388293
2455361.293368 42142.863281 6.182663 1.001350 0.000144 39.390337
2455361.313803 42158.207031 6.183501 1.001727 0.000144 39.392380
2455361.334237 42161.996094 6.183696 1.001829 0.000144 39.394424
2455361.354672 42166.957031 6.183918 1.001959 0.000144 39.396467
2455361.375106 42162.289062 6.183742 1.001861 0.000144 39.398511
2455361.395540 42156.531250 6.183480 1.001736 0.000144 39.400554
2455361.415975 42160.753906 6.183600 1.001848 0.000144 39.402597
2455361.436409 42169.777344 6.184095 1.002075 0.000144 39.404641
2455361.456844 42158.550781 6.183507 1.001821 0.000144 39.406684
2455361.477278 42135.687500 6.182349 1.001289 0.000144 39.408728
2455361.497712 42126.929688 6.181870 1.001093 0.000144 39.410771
2455361.518147 42104.058594 6.180707 1.000562 0.000144 39.412815
2455361.538581 42097.074219 6.180301 1.000408 0.000144 39.414858
2455361.559016 42073.312500 6.179088 0.999856 0.000144 39.416902
2455361.579450 42050.980469 6.177984 0.999337 0.000144 39.418945
2455361.599884 42040.671875 6.177471 0.999104 0.000144 39.420988
2455361.620319 42031.542969 6.176992 0.998900 0.000144 39.423032
2455361.640753 42017.554688 6.176252 0.998579 0.000144 39.425075
2455361.661188 42014.792969 6.176010 0.998526 0.000144 39.427119
2455361.681622 42014.660156 6.176075 0.998535 0.000144 39.429162
2455361.702056 42007.753906 6.175757 0.998383 0.000144 39.431206
2455361.722491 42012.085938 6.175948 0.998498 0.000144 39.433249
2455361.742925 42013.898438 6.176058 0.998553 0.000144 39.435292
2455361.763359 42014.335938 6.176039 0.998575 0.000144 39.437336
2455361.783794 42043.921875 6.177459 0.999291 0.000144 39.439379
2455361.804228 42033.683594 6.177033 0.999059 0.000144 39.441423
2455361.824663 42053.085938 6.178005 0.999533 0.000144 39.443466
2455361.845097 42061.894531 6.178385 0.999754 0.000144 39.445510
2455361.865531 42076.816406 6.179162 1.000121 0.000144 39.447553
2455361.885966 42088.308594 6.179758 1.000406 0.000144 39.449597
2455361.906400 42087.625000 6.179624 1.000402 0.000144 39.451640
2455361.926835 42088.730469 6.179695 1.000440 0.000144 39.453683
2455361.947269 42097.843750 6.180185 1.000669 0.000144 39.455727
2455361.967703 42119.917969 6.181313 1.001206 0.000144 39.457770
2455361.988138 42118.179688 6.181212 1.001176 0.000144 39.459814
2455362.008572 42133.093750 6.181857 1.001543 0.000144 39.461857
2455362.029007 42138.066406 6.182214 1.001673 0.000144 39.463901
2455362.049441 42146.382812 6.182674 1.001883 0.000144 39.465944
2455362.069875 42139.433594 6.182220 1.001730 0.000144 39.467987
2455362.090310 42148.109375 6.182787 1.001948 0.000144 39.470031
2455362.110744 42159.410156 6.183323 1.002229 0.000144 39.472074
2455362.131179 42163.027344 6.183531 1.002327 0.000144 39.474118
2455362.151613 42138.656250 6.182235 1.001760 0.000144 39.476161
2455362.172047 42163.253906 6.183463 1.002356 0.000144 39.478205
2455362.192482 42129.562500 6.181649 1.001567 0.000144 39.480248
2455362.212916 42138.097656 6.182977 1.001782 0.000144 39.482292
2455362.233350 42111.191406 6.180734 1.001155 0.000144 39.484335
2455362.253785 42098.019531 6.180144 1.000854 0.000144 39.486379
2455362.274219 42079.507812 6.179198 1.000425 0.000144 39.488422
2455362.294654 42061.769531 6.178413 1.000016 0.000144 39.490465
2455362.315088 42041.753906 6.177379 0.999552 0.000144 39.492509
2455362.335522 42019.878906 6.176195 0.999044 0.000144 39.494552
2455362.355957 42013.312500 6.175832 0.998900 0.000144 39.496596
2455362.376391 41989.558594 6.174640 0.998347 0.000144 39.498639
2455362.396826 41994.027344 6.174863 0.998465 0.000144 39.500683
2455362.417260 41987.687500 6.174596 0.998326 0.000144 39.502726
2455362.437694 41977.218750 6.174048 0.998089 0.000144 39.504769
2455362.458129 41986.882812 6.174568 0.998331 0.000144 39.506813
2455362.478563 41996.796875 6.174873 0.998579 0.000144 39.508856
2455362.498997 42011.328125 6.175695 0.998936 0.000144 39.510900
2455362.519432 42007.429688 6.175545 0.998855 0.000144 39.512943
2455362.539866 42027.925781 6.176642 0.999355 0.000144 39.514987
2455362.560301 42034.421875 6.176853 0.999521 0.000144 39.517030
2455362.580735 42030.367188 6.176607 0.999437 0.000144 39.519073
2455362.601169 42043.230469 6.177339 0.999754 0.000144 39.521117
2455362.621604 42048.679688 6.177539 0.999896 0.000144 39.523160
2455362.642038 42068.628906 6.178605 1.000382 0.000144 39.525204
2455362.662473 42087.925781 6.179535 1.000853 0.000144 39.527247
2455362.682907 42089.164062 6.179502 1.000894 0.000144 39.529291
2455362.703341 42102.148438 6.180337 1.001215 0.000144 39.531334
2455362.723776 42094.656250 6.179838 1.001049 0.000144 39.533378
2455362.744210 42105.105469 6.180367 1.001309 0.000144 39.535421
2455362.764644 42112.847656 6.180800 1.001505 0.000144 39.537464
2455362.785079 42127.285156 6.181503 1.001861 0.000144 39.539508
2455362.805513 41952.347656 6.181473 0.997712 0.000144 39.541551
2455362.825948 42114.949219 6.180880 1.001591 0.000144 39.543595
2455362.846382 42133.300781 6.181859 1.002040 0.000144 39.545638
2455362.866816 42112.117188 6.180724 1.001548 0.000144 39.547682
2455362.887251 42122.261719 6.181290 1.001801 0.000144 39.549725
2455362.907685 42121.621094 6.181232 1.001798 0.000144 39.551768
2455362.928119 42103.070312 6.180283 1.001368 0.000144 39.553812
2455362.948554 42095.878906 6.179892 1.001209 0.000144 39.555855
2455362.968988 42061.890625 6.178190 1.000413 0.000144 39.557899
2455362.989423 42048.035156 6.177500 1.000095 0.000144 39.559942
2455363.009857 42025.812500 6.176297 0.999578 0.000144 39.561986
2455363.030291 42012.218750 6.175668 0.999267 0.000144 39.564029
2455363.050726 41999.839844 6.174926 0.998984 0.000144 39.566073
2455363.071160 41992.917969 6.174591 0.998832 0.000144 39.568116
2455363.091594 41974.863281 6.173692 0.998414 0.000144 39.570159
2455363.112029 41955.324219 6.172593 0.997961 0.000144 39.572203
2455363.132463 41950.351562 6.172430 0.997855 0.000144 39.574246
2455363.152898 41959.523438 6.172890 0.998085 0.000144 39.576290
2455363.173332 41963.218750 6.173026 0.998185 0.000144 39.578333
2455363.193766 41961.234375 6.173079 0.998149 0.000144 39.580377
2455363.214201 41961.359375 6.173044 0.998164 0.000144 39.582420
2455363.234635 41968.691406 6.173300 0.998350 0.000144 39.584463
2455363.255069 41976.832031 6.173814 0.998556 0.000144 39.586507
2455363.275504 41832.726562 6.166429 0.995140 0.000144 39.588550
2455363.295938 40510.859375 6.095835 0.963706 0.000142 39.590594
2455363.520716 41182.945312 6.130298 0.979822 0.000143 39.613072
2455363.541151 42058.023438 6.177775 1.000654 0.000144 39.615115
2455363.561585 42084.710938 6.180704 1.001300 0.000144 39.617158
2455363.582019 42094.234375 6.181284 1.001539 0.000144 39.619202
2455363.602454 42094.417969 6.181270 1.001555 0.000144 39.621245
2455363.622888 42078.312500 6.180347 1.001184 0.000144 39.623289
2455363.643323 42080.265625 6.179635 1.001242 0.000144 39.625332
2455363.663757 42080.007812 6.179657 1.001248 0.000144 39.627376
2455363.684191 42064.406250 6.179600 1.000889 0.000144 39.629419
2455363.725060 42023.914062 6.176007 0.999949 0.000144 39.633506
2455363.745494 42000.406250 6.176384 0.999401 0.000144 39.635549
2455363.765929 41975.742188 6.174244 0.998826 0.000144 39.637593
2455363.786363 41979.058594 6.173697 0.998917 0.000144 39.639636
2455363.806797 41946.468750 6.172019 0.998153 0.000144 39.641680
2455363.827232 41942.468750 6.171895 0.998070 0.000144 39.643723
2455363.847666 41938.648438 6.171625 0.997991 0.000144 39.645767
2455363.868100 41938.101562 6.171601 0.997990 0.000144 39.647810
2455363.888535 41934.437500 6.171476 0.997914 0.000144 39.649853
2455363.908969 41928.195312 6.172585 0.997778 0.000144 39.651897
2455363.929404 41944.039062 6.172651 0.998167 0.000144 39.653940
2455363.949838 41939.746094 6.171685 0.998076 0.000144 39.655984
2455363.970272 41957.105469 6.173279 0.998501 0.000144 39.658027
2455363.990707 41968.585938 6.173055 0.998786 0.000144 39.660071
2455364.011141 41960.566406 6.174177 0.998607 0.000144 39.662114
2455364.031575 41991.460938 6.174349 0.999354 0.000144 39.664157
2455364.052010 41992.171875 6.175818 0.999383 0.000144 39.666201
2455364.072444 42003.699219 6.176341 0.999669 0.000144 39.668244
2455364.092878 42002.617188 6.176307 0.999656 0.000144 39.670288
2455364.113313 42020.949219 6.177249 1.000104 0.000144 39.672331
2455364.133747 42027.074219 6.177574 1.000261 0.000144 39.674375
2455364.154182 42024.386719 6.177461 1.000209 0.000144 39.676418
2455364.174616 42046.265625 6.178495 1.000742 0.000144 39.678462
2455364.195050 42050.113281 6.178668 1.000845 0.000144 39.680505
2455364.215485 42070.519531 6.179714 1.001343 0.000144 39.682548
2455364.235919 42053.968750 6.178850 1.000961 0.000144 39.684592
2455364.256353 42068.367188 6.179693 1.001315 0.000144 39.686635
2455364.276788 42083.375000 6.180485 1.001685 0.000144 39.688679
2455364.297222 42093.437500 6.180879 1.001936 0.000144 39.690722
2455364.317657 42108.804688 6.181650 1.002314 0.000144 39.692766
2455364.338091 42077.656250 6.180079 1.001584 0.000144 39.694809
2455364.358525 42084.824219 6.180362 1.001767 0.000144 39.696852
2455364.378960 42087.066406 6.180600 1.001832 0.000144 39.698896
2455364.399394 42065.054688 6.179409 1.001320 0.000144 39.700939
2455364.419828 42059.355469 6.179085 1.001196 0.000144 39.702983
2455364.440263 42029.421875 6.177710 1.000496 0.000144 39.705026
2455364.460697 42014.359375 6.176763 1.000149 0.000144 39.707070
2455364.481131 41992.136719 6.172694 0.999632 0.000144 39.709113
2455364.501566 41984.691406 6.172173 0.999466 0.000144 39.711157
2455364.522000 41968.382812 6.174441 0.999090 0.000144 39.713200
2455364.542434 41954.109375 6.170656 0.998762 0.000144 39.715243
2455364.562869 41948.710938 6.170571 0.998645 0.000144 39.717287
2455364.583303 41937.531250 6.169804 0.998391 0.000144 39.719330
2455364.603737 41933.785156 6.169658 0.998314 0.000144 39.721374
2455364.624172 41934.460938 6.169703 0.998342 0.000144 39.723417
2455364.644606 41941.746094 6.170002 0.998527 0.000144 39.725461
2455364.665041 41952.980469 6.170612 0.998807 0.000144 39.727504
2455364.685475 41955.375000 6.170659 0.998875 0.000144 39.729548
2455364.705909 41950.855469 6.170454 0.998780 0.000144 39.731591
2455364.726344 41965.234375 6.171269 0.999134 0.000144 39.733634
2455364.746778 41952.617188 6.170523 0.998846 0.000144 39.735678
2455364.767212 41982.792969 6.172094 0.999576 0.000144 39.737721
2455364.787647 41976.101562 6.171744 0.999429 0.000144 39.739765
2455364.808081 41982.281250 6.172095 0.999588 0.000144 39.741808
2455364.828515 42000.851562 6.173094 1.000042 0.000144 39.743852
2455364.848950 41995.390625 6.172769 0.999924 0.000144 39.745895
2455364.869384 42019.652344 6.174020 1.000513 0.000144 39.747938
2455364.889819 42021.605469 6.176424 1.000572 0.000144 39.749982
2455364.910253 42044.023438 6.177479 1.001117 0.000144 39.752025
2455364.930687 42053.769531 6.177951 1.001361 0.000144 39.754069
2455364.951122 42034.265625 6.177031 1.000909 0.000144 39.756112
2455364.971556 42047.578125 6.177690 1.001238 0.000144 39.758156
2455364.991990 42069.289062 6.178627 1.001767 0.000144 39.760199
2455365.012425 42061.781250 6.178414 1.001600 0.000144 39.762242
2455365.032859 42077.425781 6.179156 1.001984 0.000144 39.764286
2455365.053293 42067.449219 6.178545 1.001759 0.000144 39.766329
2455365.073728 42076.144531 6.179142 1.001978 0.000144 39.768373
2455365.094162 42055.894531 6.178069 1.001508 0.000144 39.770416
2455365.114596 42058.976562 6.178344 1.001593 0.000144 39.772460
2455365.135031 42050.777344 6.177805 1.001410 0.000144 39.774503
2455365.155465 42026.378906 6.176523 1.000841 0.000144 39.776546
2455365.175900 42036.066406 6.177106 1.001083 0.000144 39.778590
2455365.196334 41987.750000 6.174582 0.999945 0.000144 39.780633
2455365.216768 41974.457031 6.173882 0.999640 0.000144 39.782677
2455365.237203 41961.417969 6.173256 0.999341 0.000144 39.784720
2455365.257637 41949.722656 6.172676 0.999075 0.000144 39.786764
2455365.278071 41935.242188 6.171994 0.998742 0.000144 39.788807
2455365.298506 41920.195312 6.171176 0.998396 0.000144 39.790851
2455365.318940 41913.476562 6.170797 0.998248 0.000144 39.792894
2455365.359809 41904.070312 6.170371 0.998047 0.000144 39.796981
2455365.380243 41915.746094 6.170855 0.998337 0.000144 39.799024
2455365.400677 41907.812500 6.170430 0.998160 0.000144 39.801068
2455365.421112 41930.484375 6.171694 0.998712 0.000144 39.803111
2455365.441546 41939.914062 6.172041 0.998949 0.000144 39.805155
2455365.461980 41954.750000 6.172884 0.999314 0.000144 39.807198
2455365.482415 41939.617188 6.172253 0.998966 0.000144 39.809241
2455365.502849 41954.882812 6.172877 0.999341 0.000144 39.811285
2455365.523283 41958.980469 6.173127 0.999451 0.000144 39.813328
2455365.543718 41968.628906 6.173479 0.999693 0.000144 39.815372
2455365.564152 41978.019531 6.173984 0.999929 0.000144 39.817415
2455365.584586 41963.839844 6.173271 0.999603 0.000144 39.819459
2455365.605021 41993.589844 6.174780 1.000323 0.000144 39.821502
2455365.625455 42004.214844 6.175294 1.000589 0.000144 39.823545
2455365.645889 42006.980469 6.175375 1.000666 0.000144 39.825589
2455365.666324 42014.343750 6.175808 1.000854 0.000144 39.827632
2455365.686758 42027.914062 6.176463 1.001189 0.000144 39.829676
2455365.707193 42026.347656 6.176404 1.001164 0.000144 39.831719
2455365.727627 42036.113281 6.176898 1.001409 0.000144 39.833763
2455365.748061 42042.148438 6.177129 1.001564 0.000144 39.835806
2455365.768496 42040.476562 6.177166 1.001537 0.000144 39.837850
2455365.788930 42053.234375 6.177739 1.001853 0.000144 39.839893
2455365.809364 42057.363281 6.178035 1.001963 0.000144 39.841936
2455365.829799 42043.164062 6.177289 1.001637 0.000144 39.843980
2455365.850233 42036.312500 6.176890 1.001486 0.000144 39.846023
2455365.870667 42027.234375 6.176491 1.001281 0.000144 39.848067
2455365.891102 42006.261719 6.175458 1.000794 0.000144 39.850110
2455365.911536 41990.300781 6.174575 1.000425 0.000144 39.852154
2455365.931970 41964.855469 6.173348 0.999831 0.000144 39.854197
2455365.952405 41956.187500 6.172842 0.999637 0.000144 39.856240
2455365.972839 41946.222656 6.172259 0.999411 0.000144 39.858284
2455365.993273 41944.648438 6.172256 0.999386 0.000144 39.860327
2455366.013708 41911.585938 6.170424 0.998610 0.000144 39.862371
2455366.034142 41909.710938 6.170490 0.998577 0.000144 39.864414
2455366.054576 41898.324219 6.169820 0.998318 0.000144 39.866458
2455366.095445 41878.136719 6.168773 0.997861 0.000144 39.870544
2455366.115879 41890.621094 6.169377 0.998171 0.000144 39.872588
2455366.136314 41901.054688 6.169972 0.998431 0.000144 39.874631
2455366.156748 41906.300781 6.170206 0.998568 0.000144 39.876675
2455366.177182 41918.773438 6.170828 0.998877 0.000144 39.878718
2455366.197617 41930.664062 6.171431 0.999173 0.000144 39.880762
2455366.218051 41923.050781 6.170978 0.999003 0.000144 39.882805
2455366.238485 41935.429688 6.171639 0.999310 0.000144 39.884848
2455366.258920 41929.195312 6.171292 0.999174 0.000144 39.886892
2455366.279354 41940.445312 6.171926 0.999454 0.000144 39.888935
2455366.299788 41941.375000 6.171796 0.999488 0.000144 39.890979
2455366.320223 41949.097656 6.172242 0.999684 0.000144 39.893022
2455366.340657 41968.738281 6.173266 1.000164 0.000144 39.895066
2455366.361091 41971.738281 6.173418 1.000248 0.000144 39.897109
2455366.381526 41980.710938 6.173839 1.000474 0.000144 39.899153
2455366.401960 41995.714844 6.174593 1.000843 0.000144 39.901196
2455366.422394 41994.433594 6.174420 1.000825 0.000144 39.903239
2455366.442829 42020.109375 6.175866 1.001449 0.000144 39.905283
2455366.463263 42009.242188 6.175245 1.001202 0.000144 39.907326
2455366.483697 42031.167969 6.176486 1.001736 0.000144 39.909370
2455366.504132 42027.609375 6.176135 1.001664 0.000144 39.911413
2455366.524566 42032.035156 6.176479 1.001781 0.000144 39.913457
2455366.545001 42024.578125 6.175975 1.001615 0.000144 39.915500
2455366.565435 42022.902344 6.176030 1.001588 0.000144 39.917544
2455366.585869 42008.882812 6.175274 1.001265 0.000144 39.919587
2455366.606303 42008.667969 6.175282 1.001272 0.000144 39.921630
2455366.626738 41986.550781 6.174109 1.000757 0.000144 39.923674
2455366.647172 41969.910156 6.173234 1.000373 0.000144 39.925717
2455366.667607 41957.695312 6.172537 1.000093 0.000144 39.927761
2455366.708475 41913.441406 6.170444 0.999063 0.000144 39.931848
2455366.728909 41901.960938 6.169818 0.998801 0.000144 39.933891
2455366.749344 41901.609375 6.169726 0.998805 0.000144 39.935934
2455366.769778 41877.226562 6.168457 0.998235 0.000144 39.937978
2455366.790213 41873.437500 6.168244 0.998157 0.000144 39.940021
2455366.810647 41867.414062 6.167997 0.998025 0.000144 39.942065
2455366.831081 41871.125000 6.168110 0.998126 0.000144 39.944108
2455366.851516 41885.363281 6.168881 0.998477 0.000144 39.946152
2455366.871950 41876.562500 6.168369 0.998279 0.000144 39.948195
2455366.892384 41889.812500 6.169102 0.998607 0.000144 39.950238
2455366.912819 41908.242188 6.170016 0.999058 0.000144 39.952282
2455366.933253 41895.058594 6.169369 0.998756 0.000144 39.954325
2455366.953687 41919.128906 6.170476 0.999342 0.000144 39.956369
2455366.974122 41901.781250 6.169763 0.998940 0.000144 39.958412
2455366.994556 41925.835938 6.170826 0.999525 0.000144 39.960456
2455367.014990 41931.792969 6.171195 0.999679 0.000144 39.962499
2455367.035425 41925.285156 6.170839 0.999536 0.000144 39.964542
2455367.055859 41955.140625 6.172288 1.000260 0.000144 39.966586
2455367.076293 41953.550781 6.172315 1.000234 0.000144 39.968629
2455367.096728 41962.519531 6.172663 1.000460 0.000144 39.970673
2455367.117162 41982.855469 6.173668 1.000956 0.000144 39.972716
2455367.137596 41975.031250 6.173345 1.000782 0.000144 39.974760
2455367.158031 41981.324219 6.173674 1.000944 0.000144 39.976803
2455367.178465 41989.964844 6.174114 1.001162 0.000144 39.978846
2455367.198899 42008.722656 6.175040 1.001621 0.000144 39.980890
2455367.219333 42019.558594 6.175726 1.001891 0.000144 39.982933
2455367.239768 42001.570312 6.174649 1.001474 0.000144 39.984977
2455367.260202 42023.230469 6.175848 1.002002 0.000144 39.987020
2455367.280636 42003.167969 6.174690 1.001536 0.000144 39.989064
2455367.301071 42002.695312 6.174659 1.001536 0.000144 39.991107
2455367.321505 42061.054688 6.177705 1.002940 0.000144 39.993150
2455367.341939 41983.351562 6.173740 1.001099 0.000144 39.995194
2455367.362374 41980.046875 6.173656 1.001032 0.000144 39.997237
2455367.382808 41954.472656 6.172353 1.000434 0.000144 39.999281
2455367.403242 41939.132812 6.171488 1.000079 0.000144 40.001324
2455367.423677 41918.582031 6.170496 0.999601 0.000144 40.003368
2455367.444111 41914.917969 6.170180 0.999526 0.000144 40.005411
2455367.464545 41885.207031 6.168669 0.998829 0.000144 40.007454
2455367.484980 41880.855469 6.168538 0.998737 0.000144 40.009498
2455367.505414 41847.980469 6.166790 0.997964 0.000144 40.011541
2455367.525848 41885.351562 6.168787 0.998867 0.000144 40.013585
2455367.546283 41853.117188 6.167049 0.998110 0.000144 40.015628
2455367.566717 41856.449219 6.167218 0.998201 0.000144 40.017672
2455367.587151 41862.460938 6.167502 0.998356 0.000144 40.019715
2455367.607586 41871.730469 6.167960 0.998589 0.000144 40.021759
2455367.628020 41876.199219 6.168216 0.998707 0.000144 40.023802
2455367.648454 41761.894531 6.168587 0.995993 0.000144 40.025845
2455367.668889 41900.437500 6.169390 0.999308 0.000144 40.027889
2455367.689323 41891.257812 6.168910 0.999101 0.000144 40.029932
2455367.709757 41888.632812 6.168818 0.999050 0.000144 40.031976
2455367.730192 41904.675781 6.169645 0.999444 0.000144 40.034019
2455367.750626 41894.058594 6.169012 0.999202 0.000144 40.036063
2455367.771060 41910.640625 6.169975 0.999609 0.000144 40.038106
2455367.791495 41935.105469 6.171149 1.000204 0.000144 40.040149
2455367.811929 41921.921875 6.170511 0.999901 0.000144 40.042193
2455367.832363 41953.750000 6.172048 1.000672 0.000144 40.044236
2455367.852798 41946.316406 6.171721 1.000506 0.000144 40.046280
2455367.873232 41964.953125 6.172759 1.000962 0.000144 40.048323
2455367.893666 41974.273438 6.173020 1.001196 0.000144 40.050367
2455367.914100 41980.097656 6.173413 1.001346 0.000144 40.052410
2455367.934535 41995.699219 6.174159 1.001730 0.000144 40.054453
2455367.954969 41978.164062 6.173397 1.001323 0.000144 40.056497
2455367.975403 41996.128906 6.174208 1.001763 0.000144 40.058540
2455367.995838 42008.261719 6.174726 1.002063 0.000144 40.060584
2455368.016272 41984.003906 6.173565 1.001496 0.000144 40.062627
2455368.036706 41992.023438 6.174027 1.001699 0.000144 40.064671
2455368.057141 41976.464844 6.173168 1.001339 0.000144 40.066714
2455368.077575 41962.660156 6.172457 1.001021 0.000144 40.068757
2455368.098009 41950.972656 6.171891 1.000753 0.000144 40.070801
2455368.118444 41931.644531 6.170899 1.000303 0.000144 40.072844
2455368.138878 41919.214844 6.170240 1.000018 0.000144 40.074888
2455368.159312 41796.199219 6.164118 0.997094 0.000144 40.076931
2455368.179747 41217.152344 6.132535 0.983291 0.000143 40.078975
2455368.200181 40276.109375 6.079824 0.960851 0.000142 40.081018
2455368.588433 39874.300781 6.058784 0.951459 0.000141 40.119843
2455368.608867 40940.718750 6.118296 0.976916 0.000143 40.121887
2455368.629301 41678.898438 6.156003 0.994541 0.000144 40.123930
2455368.649736 41954.863281 6.171871 1.001137 0.000144 40.125974
2455368.670170 41974.937500 6.172956 1.001626 0.000144 40.128017
2455368.690604 41963.914062 6.172341 1.001373 0.000144 40.130060
2455368.711039 41975.511719 6.172875 1.001660 0.000144 40.132104
2455368.731473 41980.308594 6.173138 1.001785 0.000144 40.134147
2455368.751907 41972.578125 6.172686 1.001610 0.000144 40.136191
2455368.772342 41971.304688 6.172710 1.001590 0.000144 40.138234
2455368.792776 41960.472656 6.172006 1.001341 0.000144 40.140278
2455368.813210 41953.484375 6.171791 1.001185 0.000144 40.142321
2455368.833645 41926.437500 6.170407 1.000549 0.000144 40.144364
2455368.854079 41919.679688 6.169115 1.000398 0.000144 40.146408
2455368.874513 41892.921875 6.166888 0.999769 0.000144 40.148451
2455368.894948 41880.960938 6.166139 0.999493 0.000144 40.150495
2455368.915382 41850.382812 6.164543 0.998773 0.000144 40.152538
2455368.935816 41850.312500 6.164728 0.998781 0.000144 40.154582
