# Time, BJD, SAP_FLUX, SAP_FLUX_ERR, PDCSAP_FLUX, PDCSAP_FLUX_ERR

1182.736493 2456015.736493 40263.207031 5.962808 nan nan
1182.756927 2456015.756927 40267.429688 5.962979 53788.613281 8.034531
1182.777361 2456015.777361 40290.867188 5.964248 53819.605469 8.037534
1182.797796 2456015.797796 40308.535156 5.965124 53897.761719 8.037423
1182.818230 2456015.818230 40317.113281 5.965588 53989.531250 8.038418
1182.838665 2456015.838665 40335.617188 5.966542 54085.175781 8.039447
1182.859099 2456015.859099 40351.488281 5.967338 54179.144531 8.037752
1182.879533 2456015.879533 40367.863281 5.968224 54239.816406 8.039589
1182.899968 2456015.899968 40373.843750 5.968580 54267.789062 8.040689
1182.920402 2456015.920402 40379.589844 5.968881 54301.464844 8.039947
1182.940836 2456015.940836 40379.902344 5.968838 54314.242188 8.039354
1182.961271 2456015.961271 40371.589844 5.968454 54317.253906 8.039441
1182.981705 2456015.981705 40374.359375 5.968712 54349.300781 8.039189
1183.002139 2456016.002139 40372.933594 5.968634 54357.917969 8.040098
1183.022574 2456016.022574 40378.281250 5.968805 54375.980469 8.039432
1183.043008 2456016.043008 40364.906250 5.968241 54353.015625 8.037529
1183.063443 2456016.063443 40365.085938 5.968509 54344.769531 8.038061
1183.083877 2456016.083877 40354.414062 5.967968 54346.195312 8.037601
1183.104311 2456016.104311 40344.777344 5.967242 54340.355469 8.034505
1183.124746 2456016.124746 40337.035156 5.966547 54334.382812 8.033981
1183.145180 2456016.145180 40331.851562 5.966301 54346.367188 8.031196
1183.165614 2456016.165614 40302.449219 5.964565 54309.148438 8.031543
1183.186049 2456016.186049 40279.890625 5.963361 54265.628906 8.028768
1183.206483 2456016.206483 40259.730469 5.962238 54238.046875 8.028771
1183.226917 2456016.226917 40234.058594 5.960876 54191.964844 8.024226
1183.247352 2456016.247352 40213.480469 5.959719 54164.410156 8.025384
1183.267786 2456016.267786 40182.500000 5.958149 54133.406250 8.022138
1183.288221 2456016.288221 40163.738281 5.957071 54107.722656 8.021669
1183.308655 2456016.308655 40163.453125 5.956929 54123.199219 8.020391
1183.329089 2456016.329089 40141.691406 5.955809 54095.500000 8.021512
1183.349524 2456016.349524 40150.804688 5.956237 54098.019531 8.021754
1183.369958 2456016.369958 40146.382812 5.956007 54098.199219 8.021314
1183.390392 2456016.390392 40141.527344 5.955724 54085.457031 8.022309
1183.410827 2456016.410827 40163.832031 5.956919 54110.347656 8.021272
1183.431261 2456016.431261 40174.343750 5.957411 54133.425781 8.023820
1183.451695 2456016.451695 40188.394531 5.958241 54148.597656 8.025188
1183.472130 2456016.472130 40203.425781 5.958963 54160.527344 8.027652
1183.492564 2456016.492564 40224.234375 5.960071 54193.972656 8.027724
1183.512998 2456016.512998 40262.070312 5.961984 54223.953125 8.033919
1183.533433 2456016.533433 40275.945312 5.962731 54235.800781 8.032642
1183.553867 2456016.553867 40302.953125 5.964123 54275.531250 8.034731
1183.574301 2456016.574301 40327.878906 5.965384 54297.765625 8.036066
1183.594736 2456016.594736 40347.718750 5.966459 54328.378906 8.038638
1183.615170 2456016.615170 40355.609375 5.966799 54347.347656 8.039171
1183.635605 2456016.635605 40378.042969 5.967977 54365.742188 8.042487
1183.656039 2456016.656039 40380.347656 5.968124 54372.953125 8.041438
1183.676473 2456016.676473 40387.632812 5.968522 54372.722656 8.039462
1183.696908 2456016.696908 40387.398438 5.968451 54355.140625 8.042636
1183.717342 2456016.717342 40384.671875 5.968305 54351.238281 8.041782
1183.737776 2456016.737776 40398.132812 5.968903 54354.582031 8.043312
1183.758211 2456016.758211 40401.777344 5.969203 54354.722656 8.044518
1183.778645 2456016.778645 40390.101562 5.968582 54346.941406 8.043862
1183.799080 2456016.799080 40387.109375 5.968361 54340.832031 8.040153
1183.819514 2456016.819514 40379.656250 5.968010 54336.964844 8.043116
1183.839948 2456016.839948 40378.242188 5.967891 54341.160156 8.041660
1183.860383 2456016.860383 40365.742188 5.967263 54311.535156 8.042457
1183.880817 2456016.880817 40346.441406 5.966230 54281.746094 8.038950
1183.901251 2456016.901251 40332.621094 5.965520 54259.265625 8.038818
1183.921686 2456016.921686 40314.304688 5.964531 54217.550781 8.039729
1183.942120 2456016.942120 40283.914062 5.962954 54176.609375 8.036866
1183.962554 2456016.962554 40266.074219 5.961994 54150.167969 8.035828
1183.982989 2456016.982989 40237.785156 5.960527 54104.726562 8.032865
1184.003423 2456017.003423 40216.164062 5.959374 54085.632812 8.031584
1184.023857 2456017.023857 40201.175781 5.958555 54061.886719 8.029896
1184.044292 2456017.044292 40167.382812 5.958037 54012.125000 8.030590
1184.064726 2456017.064726 40182.992188 5.957639 54039.738281 8.031664
1184.085161 2456017.085161 40186.523438 5.957751 54036.917969 8.031027
1184.105595 2456017.105595 40178.312500 5.957347 54026.726562 8.030354
1184.126029 2456017.126029 40178.089844 5.957373 54036.902344 8.031431
1184.146464 2456017.146464 40192.625000 5.958049 54051.765625 8.032093
1184.166898 2456017.166898 40201.378906 5.958517 54072.289062 8.032718
1184.187333 2456017.187333 40218.566406 5.959403 54096.296875 8.034195
1184.207767 2456017.207767 40239.621094 5.960567 54111.257812 8.035176
1184.228201 2456017.228201 40266.757812 5.961947 54145.433594 8.035318
1184.248636 2456017.248636 40293.050781 5.963345 54168.027344 8.037125
1184.269070 2456017.269070 40320.910156 5.964734 54185.933594 8.039812
1184.289504 2456017.289504 40335.191406 5.965495 54203.488281 8.040885
1184.309939 2456017.309939 40354.707031 5.966535 54219.839844 8.043674
1184.330373 2456017.330373 40377.042969 5.967741 54253.273438 8.044439
1184.350807 2456017.350807 40376.765625 5.967702 54263.562500 8.046396
1184.371242 2456017.371242 40407.578125 5.969262 54309.312500 8.048769
1184.391676 2456017.391676 40407.429688 5.969308 54318.437500 8.049108
1184.412111 2456017.412111 40413.742188 5.969565 54332.484375 8.049599
1184.432545 2456017.432545 40412.777344 5.969468 54324.097656 8.048518
1184.452979 2456017.452979 40412.511719 5.969512 54324.125000 8.049494
1184.473414 2456017.473414 40417.042969 5.969690 54329.207031 8.049632
1184.493848 2456017.493848 40389.019531 5.968282 54277.238281 8.048202
1184.514282 2456017.514282 39958.125000 5.943394 53699.347656 8.010242
1184.534717 2456017.534717 39124.125000 5.899450 52577.226562 7.954067
1184.555151 2456017.555151 38034.464844 5.835883 51101.238281 7.870551
1184.575586 2456017.575586 36708.109375 5.757354 49319.671875 7.765870
1184.596020 2456017.596020 35227.132812 5.676041 47311.933594 7.654092
1184.616454 2456017.616454 33614.332031 5.578241 45126.054688 7.524506
1184.636889 2456017.636889 31902.919922 5.477093 42813.199219 7.387465
1184.657323 2456017.657323 30211.794922 5.370883 40521.308594 7.245528
1184.677757 2456017.677757 28575.603516 5.268526 38309.562500 7.108327
1184.698192 2456017.698192 27221.732422 5.178362 36490.714844 6.985911
1184.718626 2456017.718626 26597.291016 5.139945 35643.613281 6.935015
1184.739061 2456017.739061 26461.228516 5.127941 35470.660156 6.919754
1184.759495 2456017.759495 26570.281250 5.138159 35649.433594 6.933393
1184.779929 2456017.779929 27193.312500 5.176726 36451.835938 6.985161
1184.800364 2456017.800364 28551.103516 5.266927 38259.238281 7.105629
1184.820798 2456017.820798 30144.039062 5.366889 40425.476562 7.240815
1184.841232 2456017.841232 31837.740234 5.473256 42707.914062 7.384033
1184.861667 2456017.861667 33523.925781 5.573150 44985.679688 7.517767
1184.882101 2456017.882101 35133.953125 5.670743 47141.093750 7.649186
1184.902536 2456017.902536 36428.398438 5.752250 48894.667969 7.758934
1184.922970 2456017.922970 37923.417969 5.829869 50934.082031 7.863598
1184.943404 2456017.943404 39025.570312 5.894102 52413.828125 7.948903
1184.963839 2456017.963839 39852.429688 5.937700 53525.152344 8.008587
1184.984273 2456017.984273 40208.613281 5.959556 54008.660156 8.038039
1185.004707 2456018.004707 40344.429688 5.963454 54186.457031 8.043495
1185.025142 2456018.025142 40356.449219 5.964246 54215.097656 8.044769
1185.045576 2456018.045576 nan nan nan nan
1185.066011 2456018.066011 40379.222656 5.965350 54298.601562 8.045816
1185.086445 2456018.086445 40394.492188 5.966103 54352.527344 8.046430
1185.106879 2456018.106879 40405.621094 5.966804 54383.628906 8.045923
1185.127314 2456018.127314 40410.429688 5.967000 54390.148438 8.046188
1185.147748 2456018.147748 40405.500000 5.966708 54385.675781 8.046236
1185.168183 2456018.168183 40408.214844 5.966852 54383.332031 8.047913
1185.188617 2456018.188617 40403.179688 5.966532 54378.902344 8.046583
1185.209051 2456018.209051 40405.878906 5.966778 54408.042969 8.048527
1185.229486 2456018.229486 40413.148438 5.966980 54420.542969 8.047405
1185.249920 2456018.249920 40403.750000 5.966559 54426.363281 8.046361
1185.270354 2456018.270354 40324.062500 5.965915 nan nan
1185.290789 2456018.290789 40393.515625 5.966083 54448.160156 8.044054
1185.311223 2456018.311223 40385.429688 5.965680 54409.863281 8.044725
1185.331658 2456018.331658 40377.964844 5.965198 54361.195312 8.044860
1185.352092 2456018.352092 40368.425781 5.964657 54290.535156 8.045856
1185.372526 2456018.372526 40352.632812 5.963768 54239.441406 8.044250
1185.392961 2456018.392961 40332.898438 5.962754 54196.398438 8.044894
1185.413395 2456018.413395 40306.406250 5.961373 54160.808594 8.042692
1185.433830 2456018.433830 40284.808594 5.960207 nan nan
1185.454264 2456018.454264 40242.226562 5.957967 54095.644531 8.037734
1185.474698 2456018.474698 40245.558594 5.958188 54101.730469 8.038278
1185.495133 2456018.495133 40210.660156 5.956324 54070.292969 8.035457
1185.515567 2456018.515567 40211.355469 5.956359 54013.132812 8.035815
1185.536001 2456018.536001 40199.492188 5.955729 54145.343750 8.035604
1185.556436 2456018.556436 40191.218750 5.955323 53793.789062 8.034801
1185.576870 2456018.576870 40201.687500 5.955852 54074.757812 8.035231
1185.597305 2456018.597305 40193.101562 5.955470 54043.175781 8.034634
1185.617739 2456018.617739 40203.480469 5.955870 53977.042969 8.035509
1185.638173 2456018.638173 40233.242188 5.957405 54022.281250 8.038326
1185.658608 2456018.658608 40241.921875 5.957922 54080.246094 8.039284
1185.679042 2456018.679042 40257.957031 5.958749 54096.289062 8.039945
1185.699476 2456018.699476 40285.058594 5.960098 54113.183594 8.042211
1185.719911 2456018.719911 40315.542969 5.961712 54152.316406 8.043578
1185.740345 2456018.740345 40340.046875 5.962963 54174.984375 8.045534
1185.760780 2456018.760780 40366.851562 5.964463 54208.609375 8.047522
1185.781214 2456018.781214 40370.101562 5.964546 54223.750000 8.047494
1185.801648 2456018.801648 40404.968750 5.966358 54271.726562 8.051916
1185.822083 2456018.822083 40403.187500 5.966228 54273.324219 8.051533
1185.842517 2456018.842517 40418.898438 5.967089 54309.093750 8.050854
1185.862952 2456018.862952 40427.738281 5.967505 54309.343750 8.052462
1185.883386 2456018.883386 40420.925781 5.967191 54293.703125 8.052233
1185.903820 2456018.903820 40433.277344 5.967795 54306.328125 8.053146
1185.924255 2456018.924255 40434.328125 5.967744 54288.433594 8.052743
1185.944689 2456018.944689 40438.750000 5.968021 54292.808594 8.053354
1185.965124 2456018.965124 40431.593750 5.967612 54281.378906 8.053178
1185.985558 2456018.985558 40439.183594 5.968080 54280.867188 8.054604
1186.005992 2456019.005992 40422.015625 5.967210 54268.667969 8.051972
1186.026427 2456019.026427 40426.378906 5.967333 54277.277344 8.052601
1186.046861 2456019.046861 40406.070312 5.966328 54254.546875 8.051345
1186.067296 2456019.067296 40385.074219 5.965158 54244.011719 8.049420
1186.087730 2456019.087730 40390.574219 5.965496 54254.230469 8.051159
1186.108164 2456019.108164 40358.042969 5.963834 54211.253906 8.047677
1186.128599 2456019.128599 40334.027344 5.962646 54188.917969 8.045993
1186.149033 2456019.149033 40314.937500 5.961431 54157.710938 8.044769
1186.169468 2456019.169468 40282.824219 5.959775 54109.703125 8.043107
1186.189902 2456019.189902 40265.675781 5.958924 54092.332031 8.042341
1186.210336 2456019.210336 40252.230469 5.958154 54060.000000 8.041043
1186.230771 2456019.230771 40240.617188 5.957548 54038.265625 8.039523
1186.251205 2456019.251205 40198.476562 5.955394 53974.953125 8.036740
1186.271640 2456019.271640 40208.105469 5.955813 53969.488281 8.037992
1186.292074 2456019.292074 40191.058594 5.954895 53944.097656 8.036610
1186.312508 2456019.312508 40210.777344 5.955927 53963.714844 8.038400
1186.332943 2456019.332943 40202.363281 5.955604 53949.464844 8.038030
1186.353377 2456019.353377 40224.410156 5.956753 53989.964844 8.039080
1186.373812 2456019.373812 40239.433594 5.957414 54008.207031 8.040462
1186.394246 2456019.394246 40267.710938 5.958964 54041.027344 8.042484
1186.414680 2456019.414680 40270.562500 5.959126 54053.464844 8.041770
1186.435115 2456019.435115 40309.582031 5.961070 54096.050781 8.045272
1186.455549 2456019.455549 40336.246094 5.962451 54130.882812 8.047190
1186.475983 2456019.475983 40355.843750 5.963483 54165.156250 8.048761
1186.496418 2456019.496418 40381.914062 5.964834 54198.054688 8.051023
1186.516852 2456019.516852 40392.183594 5.965405 54220.210938 8.051587
1186.537287 2456019.537287 40400.480469 5.965811 54240.457031 8.052547
1186.557721 2456019.557721 40418.511719 5.966734 54260.945312 8.053306
1186.578155 2456019.578155 40415.292969 5.966597 54265.957031 8.053254
1186.598590 2456019.598590 40433.136719 5.967531 54292.183594 8.054102
1186.619024 2456019.619024 40440.878906 5.967889 54291.613281 8.054555
1186.639459 2456019.639459 40423.429688 5.967035 54271.289062 8.054289
1186.659893 2456019.659893 40424.964844 5.967044 54261.375000 8.054191
1186.680327 2456019.680327 40436.789062 5.967615 54265.894531 8.055079
1186.700762 2456019.700762 40436.992188 5.967700 54268.804688 8.055692
1186.721196 2456019.721196 40438.777344 5.967748 54264.644531 8.055267
1186.741631 2456019.741631 40431.593750 5.967372 54248.523438 8.054009
1186.762065 2456019.762065 40432.132812 5.967376 54260.574219 8.054467
1186.782499 2456019.782499 40414.640625 5.966531 54230.589844 8.053038
1186.802934 2456019.802934 40400.824219 5.965727 54211.921875 8.052638
1186.823368 2456019.823368 40382.289062 5.964753 54188.535156 8.051551
1186.843803 2456019.843803 40364.593750 5.963871 54157.218750 8.050364
1186.864237 2456019.864237 40345.843750 5.962841 54142.507812 8.048796
1186.884672 2456019.884672 40321.914062 5.961637 54120.089844 8.047004
1186.905106 2456019.905106 40283.035156 5.959531 54067.945312 8.044294
1186.925540 2456019.925540 40268.027344 5.958832 54057.765625 8.043636
1186.945975 2456019.945975 40247.191406 5.957706 54024.949219 8.042211
1186.966409 2456019.966409 40237.738281 5.957198 54006.671875 8.041290
1186.986844 2456019.986844 40205.578125 5.955472 53966.437500 8.038727
1187.007278 2456020.007278 40215.519531 5.956027 53968.039062 8.039973
1187.027712 2456020.027712 40209.777344 5.955675 53955.156250 8.039317
1187.048147 2456020.048147 40214.863281 5.955976 53961.324219 8.040059
1187.068581 2456020.068581 40224.300781 5.956414 53965.734375 8.040232
1187.089016 2456020.089016 40231.804688 5.956868 53975.792969 8.041059
1187.109450 2456020.109450 40235.980469 5.956999 53985.769531 8.041199
1187.129884 2456020.129884 40260.851562 5.958369 54021.687500 8.042831
1187.150319 2456020.150319 40278.234375 5.959240 54053.601562 8.044419
1187.170753 2456020.170753 40295.789062 5.960210 54088.316406 8.045492
1187.191188 2456020.191188 40321.648438 5.961521 54120.070312 8.047384
1187.211622 2456020.211622 40341.718750 5.962584 54159.863281 8.049087
1187.232056 2456020.232056 40360.109375 5.963531 54176.730469 8.050254
1187.252491 2456020.252491 40393.027344 5.965218 54214.355469 8.052442
1187.272925 2456020.272925 40398.300781 5.965541 54233.042969 8.051488
1187.293360 2456020.293360 40416.199219 5.966455 54242.792969 8.053985
