# Time, BJD, SAP_FLUX, SAP_FLUX_ERR, PDCSAP_FLUX, PDCSAP_FLUX_ERR

630.175496 2455463.175496 49778.042969 7.828677 nan nan
630.195929 2455463.195929 49798.269531 7.829499 55874.152344 8.680763
630.216362 2455463.216362 49789.035156 7.829061 55813.117188 8.680387
630.236795 2455463.236795 49801.515625 7.829554 55815.175781 8.680526
630.257227 2455463.257227 49806.617188 7.829962 55832.007812 8.681205
630.277660 2455463.277660 49820.566406 7.830395 55893.730469 8.682064
630.298093 2455463.298093 49868.171875 7.832157 55958.644531 8.683987
630.318526 2455463.318526 49821.652344 7.830397 55937.257812 8.682765
630.338959 2455463.338959 49857.652344 7.831858 55968.742188 8.684079
630.359392 2455463.359392 49844.000000 7.831188 55965.507812 8.682371
630.379825 2455463.379825 49833.757812 7.830940 55965.875000 8.682615
630.400257 2455463.400257 49835.007812 7.831040 55970.175781 8.682453
630.420690 2455463.420690 nan nan nan nan
630.441123 2455463.441123 49790.140625 7.829081 55949.550781 8.680128
630.461556 2455463.461556 49788.792969 7.829174 55972.238281 8.679846
630.481989 2455463.481989 49763.195312 7.828187 55930.406250 8.680130
630.502422 2455463.502422 49757.554688 7.827743 55947.300781 8.679631
630.522854 2455463.522854 49762.550781 7.828036 55951.058594 8.679892
630.543287 2455463.543287 49781.375000 7.828689 55972.070312 8.680263
630.563720 2455463.563720 49765.273438 7.828215 55984.886719 8.681067
630.584153 2455463.584153 49804.582031 7.829828 56027.183594 8.682159
630.604586 2455463.604586 49789.699219 7.829388 56035.113281 8.682097
630.625019 2455463.625019 49842.230469 7.831323 56091.679688 8.682684
630.645452 2455463.645452 49844.949219 7.831447 56104.656250 8.684006
630.665884 2455463.665884 49917.050781 7.834261 56185.031250 8.687339
630.686317 2455463.686317 49905.460938 7.833841 56165.871094 8.686531
630.706750 2455463.706750 49915.453125 7.834304 56195.253906 8.687432
630.727183 2455463.727183 49943.164062 7.835266 56217.492188 8.688228
630.747616 2455463.747616 49924.000000 7.835383 56220.128906 8.689079
630.768049 2455463.768049 49914.750000 7.834719 56212.792969 8.687876
630.788481 2455463.788481 49917.675781 7.834628 56226.933594 8.688060
630.808914 2455463.808914 49906.140625 7.832787 56225.195312 8.685049
630.829347 2455463.829347 49910.476562 7.835133 56219.777344 8.688000
630.849780 2455463.849780 49890.285156 7.833140 56218.906250 8.685969
630.870213 2455463.870213 49878.589844 7.832266 56194.847656 8.684299
630.890646 2455463.890646 49853.789062 7.831838 56190.949219 8.685438
630.911078 2455463.911078 49859.933594 7.831542 56207.800781 8.684604
630.931511 2455463.931511 49856.535156 7.831928 56221.320312 8.684005
630.951944 2455463.951944 49848.179688 7.830948 56231.855469 8.683575
630.972377 2455463.972377 49866.785156 7.832152 56250.636719 8.684564
630.992810 2455463.992810 49865.882812 7.832191 56270.210938 8.685098
631.013243 2455464.013243 49876.222656 7.832777 56268.500000 8.684913
631.033675 2455464.033675 49882.574219 7.832695 56287.808594 8.686108
631.054108 2455464.054108 49917.027344 7.834157 56320.136719 8.687298
631.074541 2455464.074541 49917.808594 7.834077 56316.582031 8.685992
631.094974 2455464.094974 49887.742188 7.833227 56293.503906 8.687263
631.115407 2455464.115407 49907.972656 7.833761 56304.265625 8.685764
631.135840 2455464.135840 49877.429688 7.832727 56291.031250 8.684834
631.156272 2455464.156272 49885.546875 7.832887 56291.460938 8.686157
631.176705 2455464.176705 49850.281250 7.831757 56268.832031 8.683562
631.197138 2455464.197138 49854.277344 7.831740 56275.679688 8.683992
631.217571 2455464.217571 49826.093750 7.830702 56244.402344 8.683056
631.238004 2455464.238004 49828.570312 7.830643 56261.777344 8.683661
631.258437 2455464.258437 49887.707031 7.834203 56318.933594 8.685611
631.278870 2455464.278870 49833.265625 7.830819 56280.992188 8.683174
631.299302 2455464.299302 49840.804688 7.831222 56282.585938 8.683097
631.319735 2455464.319735 49849.511719 7.831525 56311.906250 8.683654
631.340168 2455464.340168 49877.503906 7.832607 56341.847656 8.684943
631.360601 2455464.360601 49898.082031 7.833427 56355.519531 8.685907
631.381034 2455464.381034 49924.125000 7.834430 56393.300781 8.687742
631.401467 2455464.401467 49945.644531 7.835551 56393.980469 8.688525
631.421899 2455464.421899 49962.628906 7.836069 56426.179688 8.690223
631.442332 2455464.442332 50014.796875 7.838224 56474.953125 8.691476
631.462765 2455464.462765 49990.484375 7.837229 56462.859375 8.688934
631.483198 2455464.483198 49993.632812 7.837143 56472.109375 8.691200
631.503631 2455464.503631 49992.335938 7.837431 56471.886719 8.690490
631.524064 2455464.524064 49983.828125 7.836914 56482.753906 8.689575
631.544496 2455464.544496 49984.730469 7.837032 56468.417969 8.688909
631.564929 2455464.564929 49959.007812 7.835965 56457.242188 8.690042
631.585362 2455464.585362 49962.523438 7.836082 56452.812500 8.689370
631.605795 2455464.605795 49938.812500 7.835041 56437.609375 8.688108
631.626228 2455464.626228 49930.605469 7.834961 56435.214844 8.688159
631.646661 2455464.646661 49921.765625 7.834493 56423.890625 8.687613
631.667093 2455464.667093 49923.109375 7.834640 56446.832031 8.688550
631.687526 2455464.687526 49916.660156 7.834408 56422.789062 8.687143
631.707959 2455464.707959 49942.554688 7.835364 56464.851562 8.688560
631.728392 2455464.728392 49949.578125 7.835681 56459.703125 8.688296
631.748825 2455464.748825 49958.121094 7.835845 56473.191406 8.689050
631.769257 2455464.769257 49963.613281 7.836320 56479.765625 8.688936
631.789690 2455464.789690 49973.792969 7.836648 56485.113281 8.689291
631.810123 2455464.810123 49983.433594 7.837062 56520.382812 8.690431
631.830556 2455464.830556 49975.097656 7.836680 56502.871094 8.689630
631.850989 2455464.850989 49963.968750 7.836315 56516.308594 8.689752
631.871422 2455464.871422 49947.550781 7.835740 56501.417969 8.688158
631.891854 2455464.891854 49946.656250 7.835556 56513.058594 8.688070
631.912287 2455464.912287 49903.015625 7.833855 56474.546875 8.687129
631.932720 2455464.932720 49904.234375 7.833963 56468.613281 8.686522
631.953153 2455464.953153 49882.484375 7.832991 56461.742188 8.686890
631.973586 2455464.973586 49895.433594 7.833486 56461.574219 8.686237
631.994019 2455464.994019 49886.566406 7.833088 56466.750000 8.686385
632.014451 2455465.014451 49752.773438 7.833621 56310.542969 8.687422
632.034884 2455465.034884 49907.906250 7.833930 56485.832031 8.687004
632.055317 2455465.055317 49901.414062 7.834005 56480.589844 8.686606
632.075750 2455465.075750 49933.121094 7.835156 56501.730469 8.688396
632.096183 2455465.096183 49954.859375 7.836027 56540.683594 8.690422
632.116615 2455465.116615 49998.601562 7.837767 56573.585938 8.690787
632.137048 2455465.137048 50016.210938 7.838339 56611.347656 8.692071
632.157481 2455465.157481 50032.445312 7.839036 56625.675781 8.691848
632.177914 2455465.177914 50029.160156 7.838934 56622.554688 8.691848
632.198347 2455465.198347 50027.835938 7.838908 56630.160156 8.691256
632.218780 2455465.218780 50035.710938 7.839342 56622.292969 8.692868
632.239212 2455465.239212 nan nan nan nan
632.259645 2455465.259645 50051.304688 7.839714 56637.039062 8.694017
632.280078 2455465.280078 50039.769531 7.839287 56639.421875 8.693217
632.300511 2455465.300511 50033.605469 7.838955 56634.253906 8.692636
632.320944 2455465.320944 50002.234375 7.837759 56605.523438 8.692009
632.341377 2455465.341377 49985.488281 7.837415 56601.246094 8.690918
632.361809 2455465.361809 49979.980469 7.836988 56579.816406 8.690718
632.382242 2455465.382242 49954.085938 7.835840 56562.324219 8.689888
632.402675 2455465.402675 49979.390625 7.836915 56573.417969 8.690434
632.423108 2455465.423108 49974.250000 7.836752 56576.820312 8.691559
632.443541 2455465.443541 49972.167969 7.836805 56573.050781 8.692263
632.463973 2455465.463973 49995.957031 7.837574 56600.535156 8.691168
632.484406 2455465.484406 49993.949219 7.837639 56616.589844 8.690919
632.504839 2455465.504839 50027.476562 7.838883 56641.785156 8.692488
632.525272 2455465.525272 50023.253906 7.841161 56655.160156 8.695294
632.545705 2455465.545705 50007.328125 7.838011 56628.308594 8.691154
632.566138 2455465.566138 50014.378906 7.838316 56646.683594 8.693370
632.586570 2455465.586570 49992.062500 7.837674 56621.062500 8.691172
632.607003 2455465.607003 49983.589844 7.837110 56600.695312 8.690435
632.627436 2455465.627436 49928.656250 7.834922 56552.136719 8.689734
632.647869 2455465.647869 49943.128906 7.835546 56546.871094 8.689370
632.668302 2455465.668302 49916.730469 7.834373 56528.070312 8.688540
632.688734 2455465.688734 49913.132812 7.834438 56515.285156 8.688394
632.709167 2455465.709167 49895.789062 7.833725 56507.187500 8.688628
632.729600 2455465.729600 49890.265625 7.833685 56505.523438 8.688099
632.750033 2455465.750033 49907.316406 7.834184 56525.089844 8.687249
632.770466 2455465.770466 49901.320312 7.834048 56539.292969 8.688528
632.790899 2455465.790899 49955.332031 7.836084 56584.390625 8.690594
632.811331 2455465.811331 49942.984375 7.835434 56592.394531 8.689792
632.831764 2455465.831764 49911.203125 7.836473 56552.648438 8.690738
632.852197 2455465.852197 49936.746094 7.837735 56589.667969 8.691600
632.872630 2455465.872630 50017.519531 7.838637 56684.507812 8.693378
632.893063 2455465.893063 50048.050781 7.839812 56709.250000 8.694118
632.913495 2455465.913495 50044.609375 7.839532 56715.808594 8.694805
632.933928 2455465.933928 50063.214844 7.840356 56720.347656 8.695291
632.954361 2455465.954361 50049.621094 7.840010 56721.390625 8.696323
632.974794 2455465.974794 50036.589844 7.839973 56703.226562 8.695825
