# Time, BJD, SAP_FLUX, SAP_FLUX_ERR, PDCSAP_FLUX, PDCSAP_FLUX_ERR

1274.140228 2456107.140228 43805.121094 7.455241 nan nan
1274.160663 2456107.160663 43783.703125 7.454309 50002.417969 8.754704
1274.181097 2456107.181097 43757.203125 7.453262 49910.160156 8.755000
1274.201531 2456107.201531 43744.218750 7.452658 49873.164062 8.755517
1274.221966 2456107.221966 43711.449219 7.451327 49839.292969 8.754049
1274.242400 2456107.242400 43710.421875 7.451303 49860.453125 8.756144
1274.262834 2456107.262834 43724.031250 7.451867 49894.996094 8.755596
1274.283269 2456107.283269 43706.937500 7.451095 49878.187500 8.755569
1274.303703 2456107.303703 43711.140625 7.452593 49875.230469 8.757587
1274.324138 2456107.324138 43725.261719 7.451772 49892.679688 8.757190
1274.344572 2456107.344572 43733.593750 7.452304 49894.628906 8.758997
1274.365006 2456107.365006 43759.375000 7.454797 49927.441406 8.760966
1274.385441 2456107.385441 43795.644531 7.456201 49962.703125 8.765144
1274.405875 2456107.405875 43810.003906 7.456924 49982.937500 8.765737
1274.426309 2456107.426309 43831.875000 7.457856 49997.968750 8.766527
1274.446744 2456107.446744 43842.355469 7.458398 50012.761719 8.769488
1274.467178 2456107.467178 43896.578125 7.460499 50060.406250 8.770049
1274.487613 2456107.487613 43909.101562 7.461103 50082.058594 8.773644
1274.508047 2456107.508047 43930.578125 7.462040 50099.746094 8.771704
1274.528481 2456107.528481 43946.843750 7.462775 50129.894531 8.772738
1274.548916 2456107.548916 43976.464844 7.463811 50157.503906 8.775479
1274.569350 2456107.569350 43996.402344 7.464585 50193.910156 8.776319
1274.589785 2456107.589785 43998.808594 7.464785 50186.843750 8.778371
1274.610219 2456107.610219 44042.050781 7.466599 50242.117188 8.780397
1274.630653 2456107.630653 44044.375000 7.466659 50231.027344 8.780041
1274.651088 2456107.651088 44038.593750 7.466574 50227.882812 8.780732
1274.671522 2456107.671522 44069.699219 7.467794 50259.039062 8.783389
1274.691956 2456107.691956 44096.335938 7.469080 50302.617188 8.783399
1274.712391 2456107.712391 44097.617188 7.469086 50310.582031 8.784422
1274.732825 2456107.732825 44091.945312 7.468741 50310.800781 8.784314
1274.753260 2456107.753260 44086.390625 7.468541 50307.515625 8.784823
1274.773694 2456107.773694 44090.375000 7.468722 50314.933594 8.784847
1274.794128 2456107.794128 44071.101562 7.467703 50289.460938 8.784419
1274.814563 2456107.814563 44043.867188 7.466761 50246.609375 8.782984
1274.834997 2456107.834997 nan nan nan nan
1274.855431 2456107.855431 43999.601562 7.464797 50189.839844 8.782419
1274.875866 2456107.875866 43962.351562 7.463177 50157.316406 8.778451
1274.896300 2456107.896300 43930.179688 7.462208 50116.015625 8.778881
1274.916734 2456107.916734 43897.484375 7.460704 50088.707031 8.776437
1274.937169 2456107.937169 43891.175781 7.460570 50080.890625 8.777208
1274.957603 2456107.957603 43870.257812 7.459524 50065.382812 8.775573
1274.978038 2456107.978038 43846.343750 7.458461 50030.050781 8.775033
1274.998472 2456107.998472 43847.914062 7.458616 50039.484375 8.774905
1275.018906 2456108.018906 43852.957031 7.458728 50037.109375 8.775177
1275.039341 2456108.039341 43858.214844 7.459055 50051.457031 8.775029
1275.059775 2456108.059775 43859.218750 7.459153 50046.570312 8.774912
1275.080209 2456108.080209 43869.632812 7.459709 50061.617188 8.775870
1275.100644 2456108.100644 43893.968750 7.460549 50083.144531 8.776651
1275.121078 2456108.121078 43928.761719 7.461879 50129.273438 8.778874
1275.141512 2456108.141512 43943.687500 7.462605 50150.203125 8.780134
1275.161947 2456108.161947 43970.437500 7.463826 50180.750000 8.781375
1275.182381 2456108.182381 43992.835938 7.464944 50212.386719 8.784604
1275.202816 2456108.202816 44024.238281 7.465961 50246.453125 8.785304
1275.223250 2456108.223250 44043.273438 7.466978 50273.492188 8.786681
1275.243684 2456108.243684 44070.402344 7.468175 50303.191406 8.786569
1275.264119 2456108.264119 44078.734375 7.468312 50318.570312 8.787486
1275.284553 2456108.284553 44099.339844 7.469193 50346.320312 8.789330
1275.304987 2456108.304987 44108.460938 7.469428 50360.242188 8.788261
1275.325422 2456108.325422 44125.132812 7.470033 50386.460938 8.789382
1275.345856 2456108.345856 44128.703125 7.470426 50390.359375 8.789076
1275.366291 2456108.366291 44159.796875 7.471521 50420.109375 8.791437
1275.386725 2456108.386725 44180.964844 7.472341 50445.121094 8.793715
1275.407159 2456108.407159 44176.382812 7.472219 50427.585938 8.791390
1275.427594 2456108.427594 44173.929688 7.472189 50435.000000 8.792377
1275.448028 2456108.448028 44188.281250 7.472760 50450.359375 8.793505
1275.468462 2456108.468462 44200.605469 7.473132 50480.707031 8.793431
1275.488897 2456108.488897 44190.425781 7.472868 50474.328125 8.792666
1275.509331 2456108.509331 44174.765625 7.472093 50462.894531 8.793014
1275.529765 2456108.529765 44149.136719 7.471009 50427.328125 8.791727
1275.550200 2456108.550200 44123.136719 7.469904 50390.230469 8.789781
1275.570634 2456108.570634 44096.988281 7.468866 50339.882812 8.789942
1275.591069 2456108.591069 44074.113281 7.467693 50310.921875 8.787647
1275.611503 2456108.611503 44029.746094 7.465948 50247.378906 8.785323
1275.631937 2456108.631937 44001.765625 7.464746 50221.804688 8.784048
1275.652372 2456108.652372 43985.542969 7.463938 50204.675781 8.783634
1275.672806 2456108.672806 43951.222656 7.462645 50172.058594 8.781672
1275.693240 2456108.693240 43939.195312 7.461951 50165.515625 8.780413
1275.713675 2456108.713675 43934.738281 7.461877 50173.824219 8.779660
1275.734109 2456108.734109 43930.617188 7.461612 50176.457031 8.779692
1275.754543 2456108.754543 43927.664062 7.461537 50171.792969 8.781089
1275.774978 2456108.774978 43910.781250 7.460820 50160.871094 8.780210
1275.795412 2456108.795412 43940.003906 7.461950 50190.878906 8.781387
1275.815846 2456108.815846 43933.648438 7.461625 50191.035156 8.780760
1275.836281 2456108.836281 43967.355469 7.463105 50232.195312 8.783540
1275.856715 2456108.856715 43976.769531 7.463700 50252.292969 8.781892
1275.877150 2456108.877150 44000.113281 7.464480 50278.000000 8.783833
1275.897584 2456108.897584 44025.484375 7.465636 50311.937500 8.785492
1275.918018 2456108.918018 44046.093750 7.466662 50331.753906 8.786241
1275.938453 2456108.938453 44067.574219 7.467553 50357.144531 8.786372
1275.958887 2456108.958887 44088.292969 7.468258 50374.113281 8.788862
1275.979321 2456108.979321 44114.136719 7.469332 50403.691406 8.789950
1275.999756 2456108.999756 44132.421875 7.470061 50418.480469 8.790761
1276.020190 2456109.020190 44139.394531 7.470589 50426.929688 8.790250
1276.040624 2456109.040624 44150.902344 7.470797 50444.917969 8.792199
1276.061059 2456109.061059 44164.039062 7.471349 50468.058594 8.792158
1276.081493 2456109.081493 nan nan nan nan
1276.101927 2456109.101927 44188.707031 7.472449 50514.640625 8.793965
1276.122362 2456109.122362 44209.820312 7.473278 50551.777344 8.795028
1276.142796 2456109.142796 44216.140625 7.473427 50556.000000 8.794706
1276.163231 2456109.163231 44226.332031 7.473890 50575.339844 8.796152
1276.183665 2456109.183665 44240.425781 7.474426 50592.417969 8.797953
1276.204099 2456109.204099 44226.343750 7.473924 50580.296875 8.796624
1276.224534 2456109.224534 44295.707031 7.478067 50663.984375 8.801536
1276.244968 2456109.244968 44209.937500 7.473167 50559.234375 8.795371
1276.265402 2456109.265402 44184.613281 7.472137 50520.589844 8.794561
1276.285837 2456109.285837 44140.085938 7.470442 50468.855469 8.791463
1276.306271 2456109.306271 44132.902344 7.469982 50452.722656 8.792234
1276.326705 2456109.326705 44095.230469 7.468404 50411.566406 8.789752
1276.347140 2456109.347140 44047.757812 7.466401 50355.968750 8.788616
1276.367574 2456109.367574 44019.089844 7.465202 50325.128906 8.785949
1276.388008 2456109.388008 43993.132812 7.464028 50286.035156 8.784131
1276.408443 2456109.408443 44009.539062 7.464870 50312.363281 8.786102
1276.428877 2456109.428877 43942.847656 7.461930 50230.078125 8.782469
1276.449311 2456109.449311 43928.585938 7.461433 50211.390625 8.781530
1276.469746 2456109.469746 43929.183594 7.461375 50218.734375 8.782527
1276.490180 2456109.490180 43917.707031 7.460824 50221.605469 8.781405
1276.510609 2456109.510609 43933.070312 7.461264 50254.652344 8.782925
1276.531049 2456109.531049 43957.382812 7.462576 50300.683594 8.783860
1276.551483 2456109.551483 43959.628906 7.462706 50329.027344 8.783847
1276.571918 2456109.571918 43978.253906 7.463439 50350.289062 8.785587
1276.592352 2456109.592352 43983.449219 7.463601 50358.132812 8.785767
1276.612786 2456109.612786 44012.843750 7.464894 50378.148438 8.785900
1276.633221 2456109.633221 44034.007812 7.465833 50401.886719 8.788040
1276.653655 2456109.653655 44056.417969 7.466796 50413.433594 8.789772
1276.674089 2456109.674089 44081.042969 7.467928 50440.312500 8.790970
1276.694524 2456109.694524 44100.246094 7.468749 50451.843750 8.792274
1276.714958 2456109.714958 44133.359375 7.469979 50489.261719 8.793669
1276.735392 2456109.735392 44144.117188 7.470436 50504.460938 8.793109
1276.755827 2456109.755827 44167.121094 7.471435 50525.468750 8.793869
1276.776261 2456109.776261 44170.472656 7.471487 50533.757812 8.795328
1276.796695 2456109.796695 44192.390625 7.472413 50560.195312 8.795950
1276.817130 2456109.817130 44210.710938 7.472974 50597.191406 8.796614
1276.837564 2456109.837564 44323.277344 7.493059 50736.996094 8.821180
1276.857998 2456109.857998 44225.816406 7.473841 50636.078125 8.797941
1276.878433 2456109.878433 44239.062500 7.474577 50655.539062 8.798627
1276.898867 2456109.898867 44232.277344 7.474259 50655.625000 8.799161
1276.919301 2456109.919301 44243.042969 7.474690 50663.042969 8.800900
1276.939736 2456109.939736 44238.410156 7.474502 50650.050781 8.799073
1276.960170 2456109.960170 44232.859375 7.474203 50635.464844 8.800072
1276.980605 2456109.980605 44208.808594 7.473179 50604.035156 8.798694
1277.001039 2456110.001039 44179.343750 7.472043 50561.808594 8.795692
1277.021473 2456110.021473 44175.343750 7.471705 50567.757812 8.795700
1277.041908 2456110.041908 44133.296875 7.470206 50512.859375 8.793681
1277.062342 2456110.062342 44099.683594 7.468557 50486.796875 8.791259
1277.082776 2456110.082776 44077.535156 7.467656 50456.156250 8.790994
1277.103211 2456110.103211 44054.195312 7.466467 50432.648438 8.789557
1277.123645 2456110.123645 44008.148438 7.464608 50379.093750 8.786700
1277.144079 2456110.144079 43993.054688 7.464049 50364.652344 8.786644
1277.164514 2456110.164514 43951.792969 7.462131 50321.636719 8.785444
1277.184948 2456110.184948 43945.328125 7.461774 50316.449219 8.784318
1277.205382 2456110.205382 43943.085938 7.461899 50324.246094 8.785074
